Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.TerrainToolsV2.MainButtons.SmoothTooltip,,,Brush to smooth out rough or jagged terrain.,Brush to smooth out rough or jagged terrain.,,Zum Glätten von unebenem oder zerklüftetem Gelände.,Usa el pincel para alisar terrenos ásperos o irregulares.,Brosser pour aplanir un terrain accidenté et irrégulier.,Gunakan kuas untuk membuat medan yang kasar atau tidak rata menjadi mulus.,Usa il pennello per livellare un'area di terreno irregolare o frastagliata.,キザギザで荒い地形を平らにするブラシ。,울퉁불퉁한 지형을 부드럽게 깎아냅니다.,,Pincela para suavizar terrenos acidentados ou irregulares.,Кисть для сглаживания неровной поверхности.,ทาสีเพื่อปรับภูมิประเทศที่ขรุขระหรือตะปุ่มตะป่ำให้ราบเรียบ,Fırçayla çetin ve engebeli arazileri pürüzsüzleştir.,Cọ vẽ để làm mịn địa hình gồ ghề hoặc lởm chởm.,用笔刷平滑参差不平的地形。,用笔刷平滑参差不平的地形。,刷動即可磨平粗糙不平的地形。
Studio.TerrainToolsV2.MainButtons.SubtractTooltip,,,Click and hold to remove terrain.,Click and hold to remove terrain.,,"Klicke und halte, um Gelände zu entfernen.",Haz clic y mantén presionado para eliminar terreno.,Cliquer et maintenir enfoncé pour retirer du terrain.,Klik dan tahan untuk menghapus medan.,Clicca e tieni premuto per rimuovere il terreno.,クリックして長押しで地形を削除。,길게 클릭해 지형을 제거합니다.,,Clique e mantenha pressionado para remover terreno.,"Удерживайте кнопку мыши, чтобы удалить рельеф.",คลิกแล้วกดค้างไว้เพื่อลบภูมิประเทศ,Arazi kaldırmak için tıkla ve basılı tut.,Nhấp vào và giữ để bỏ địa hình.,单击并按住以移除地形。,单击并按住以移除地形。,按住即可移除地形。
Studio.TerrainToolsV2.MapSettings.HeightMap,,,Height Map,Height Map,,Höhenkarte,Altura del mapa,Hauteur de carte,Peta Ketinggian,Heightmap,標高マップ,높이 맵,,Mapa de altura,Поле высот,แผนที่ความสูง,Yükseklik Haritası,Bản Đồ Chiều Cao,高度图,高度图,高度圖
Studio.TerrainToolsV2.MapSettings.MapSettings,,,Map Settings,Map Settings,,Karteneinstellungen,Configuración del mapa,Paramètre de la carte,Pengaturan Peta,Impostazioni mappa,マップ設定,맵 설정,,Configurações do mapa,Параметры карты,การตั้งค่าแผนที่,Harita Ayarları,Cài Đặt Bản Đồ,地图设置,地图设置,地圖設定
Studio.TerrainToolsV2.MapSettings.Position,,,Position,Position,,Position,Posición,Position,Posisi,Posizione,位置,위치,,Posição,Положение,ตำแหน่ง,Pozisyon,Vị Trí,位置,位置,位置
Studio.TerrainToolsV2.MapSettings.Size,,,Size,Size,,Größe,Tamaño,Taille,Ukuran,Dimensione,サイズ,크기,,Tamanho,Размер,ขนาด,Boyut,Kích Thước,尺寸,尺寸,大小
Studio.TerrainToolsV2.Materials.Asphalt,,,Asphalt,Asphalt,,Asphalt,Asfalto,Asphalte,Aspal,Asfalto,アスファルト,아스팔트,,Asfalto,Асфальт,แอสฟัลต์,Asfalt,Nhựa Đường,沥青,沥青,瀝青
Studio.TerrainToolsV2.Materials.Basalt,,,Basalt,Basalt,,Basalt,Basalto,Basalte,Basal,Basalto,玄武岩,현무암,,Basalto,Базальт,บะซอลต์,Bazalt,Đá Bazan,玄武岩,玄武岩,玄武岩
Studio.TerrainToolsV2.Materials.Brick,,,Brick,Brick,,Ziegel,Ladrillo,Brique,Bata,Mattone,レンガ,벽돌,,Tijolo,Кирпич,อิฐ,Tuğla,Gạch,砖块,砖块,磚塊
Studio.TerrainToolsV2.Materials.Cobblestone,,,Cobblestone,Cobblestone,,Pflasterstein,Adoquín,Pavé,Batu Bundar,Ciottolo,玉砂利,왕자갈,,Paralelepípedo,Брусчатка,หินกรวด,Parke Taşı,Đá Cuội,大鹅卵石,大鹅卵石,鵝卵石
Studio.TerrainToolsV2.Materials.Concrete,,,Concrete,Concrete,,Beton,Concreto,Béton,Beton,Calcestruzzo,コンクリート,콘크리트,,Concreto,Бетон,คอนกรีต,Beton,Bê Tông,水泥,水泥,混凝土
Studio.TerrainToolsV2.Materials.CrackedLava,,,Cracked Lava,Cracked Lava,,Gerissene Lava,Lava agrietada,Lave fissurée,Lava Retak,Lava incrinata,ひび割れた溶岩,갈라진 용암,,Lava rachada,Застывшая лава,ลาวาแตกระแหง,Kırıklı Lav,Dung Nham Bị Nứt,裂纹熔岩,裂纹熔岩,裂紋熔岩
Studio.TerrainToolsV2.Materials.Glacier,,,Glacier,Glacier,,Gletscher,Glaciar,Glacier,Gletser,Ghiacciaio,氷河,빙하,,Geleira,Ледник,ธารน้ำแข็ง,Buzul,Sông Băng,冰川,冰川,冰河
Studio.TerrainToolsV2.Materials.Grass,,,Grass,Grass,,Gras,Hierba,Herbe,Rumput,Erba,草,잔디,,Grama,Трава,หญ้า,Çim,Cỏ,草地,草地,草
Studio.TerrainToolsV2.Materials.Ground,,,Ground,Ground,,Boden,Suelo,Terre,Daratan,Suolo,地面,토양,,Solo,Земля,พื้นดิน,Zemin,Mặt Đất,土地,土地,土地
Studio.TerrainToolsV2.Materials.Ice,,,Ice,Ice,,Eis,Hielo,Glace,Es,Ghiaccio,氷,얼음,,Gelo,Лед,น้ำแข็ง,Buz,Băng,冰,冰,冰
Studio.TerrainToolsV2.Materials.LeafyGrass,,,Leafy Grass,Leafy Grass,,Laubiges Gras,Hierba espesa,Herbe feuillue,Rumput Berdaun,Erba rigogliosa,草地,무성한 잔디,,Grama alta,Лужайка,หญ้าเขียวชอุ่ม,Yapraklı Çim,Cỏ Sả,绿叶草,绿叶草,綠葉草
Studio.TerrainToolsV2.Materials.Limestone,,,Limestone,Limestone,,Kalkstein,Piedra caliza,Calcaire,Batu Kapur,Calcare,ライムストーン,석회암,,Calcário,Известняк,หินปูน,Kireç Taşı,Đá Vôi,石灰石,石灰石,石灰岩
Studio.TerrainToolsV2.Materials.Mud,,,Mud,Mud,,Schlamm,Barro,Boue,Lumpur,Fango,泥,진흙,,Lama,Грязь,โคลน,Çamur,Bùn,泥,泥,泥
Studio.TerrainToolsV2.Materials.Pavement,,,Pavement,Pavement,,Pflaster,Pavimento,Pavés,Konblok,Pavimentazione,舗道,보도,,Pavimentação,Покрытие,ทางเท้า,Kaldırım,Lề Đường,路面,路面,人行道
Studio.TerrainToolsV2.Materials.Rock,,,Rock,Rock,,Fels,Roca,Rocher,Batuan,Pietra,岩,바위,,Rocha,Камень,หิน,Taş,Đá Tảng,岩石,岩石,岩石
Studio.TerrainToolsV2.Materials.Salt,,,Salt,Salt,,Salz,Sal,Sel,Garam,Sale,塩,소금,,Sal,Соль,เกลือ,Tuz,Muối,盐,盐,鹽
Studio.TerrainToolsV2.Materials.Sand,,,Sand,Sand,,Sand,Arena,Sable,Pasir,Sabbia,砂,모래,,Areia,Песок,ทราย,Kum,Cát,沙,沙,沙
Studio.TerrainToolsV2.Materials.Sandstone,,,Sandstone,Sandstone,,Sandstein,Piedra arenisca,Grès,Batu Pasir,Arenaria,サンドストーン,사암,,Arenito,Песчаник,หินทราย,Kum Taşı,Sa Thạch,砂岩,砂岩,砂岩
Studio.TerrainToolsV2.Materials.Slate,,,Slate,Slate,,Schiefer,Pizarra,Ardoise,Batu Sabak,Ardesia,スレート,슬레이트,,Ardósia,Сланец,หินชนวน,Arduvaz,Đá Phiến,石板,石板,板岩
Studio.TerrainToolsV2.Materials.Snow,,,Snow,Snow,,Schnee,Nieve,Neige,Salju,Neve,雪,눈,,Neve,Снег,หิมะ,Kar,Tuyết,雪,雪,雪
Studio.TerrainToolsV2.Materials.Water,,,Water,Water,,Wasser,Agua,Eau,Air,Acqua,水,물,,Água,Вода,น้ำ,Su,Nước,水域,水域,水域
Studio.TerrainToolsV2.Materials.WoodPlanks,,,Wood Planks,Wood Planks,,Holzbohlen,Tablones de madera,Planches de bois,Papan Kayu,Assi di legno,木の板,나무 판자,,Tábuas,Доски,แผ่นไม้,Ahşap Kalas,Ván Gỗ,木板,木板,木板
Studio.TerrainToolsV2.MaterialSettings.AutoMaterial,,,Auto Material,Auto Material,,Automatisches Material,Material automático,Matériel automobile,Material Otomatis,Materiale automatico,素材の自動運用,자동 재질,,Material automático,Автоматический выбор материала,วัสดุอัตโนมัติ,Otomatik Malzeme,Vật Liệu Tự Động,自动应用材质,自动应用材质,自動融合地形
Studio.TerrainToolsV2.MaterialSettings.ChooseBiome,,,Choose Biomes to apply,Choose Biomes to apply,,Biome zum Anwenden auswählen,Escoge el bioma para usarlo,Choisir Biomes à appliquer,Pilih Bioma yang akan diterapkan,Scegli biomi da applicare,適用するバイオームを選ぶ,생물군을 선택하여 적용,,Escolha os biomas a aplicar,Выберите биом,เลือกชีวนิเวศที่จะปรับใช้,Uygulanacak biyomları seç,Chọn Quần Xã Sinh Vật để áp dụng,选择要应用的生态,选择要应用的生态,選擇要套用的生物群系
Studio.TerrainToolsV2.MaterialSettings.ChooseMaterial,,,Choose a material to apply,Choose a material to apply,,Material zum Anwenden auswählen,Escoge un material para usarlo,Choisir un matériel à appliquer,Pilih material yang akan diterapkan,Scegli un materiale da applicare,適用する素材を選ぶ,적용할 재질을 선택하세요,,Escolha um material para aplicar,Выберите материал,เลือกวัสดุที่จะปรับใช้,Uygulanacak malzemeyi seç,Chọn một vật liệu để áp dụng,选择要应用的材质,选择要应用的材质,選擇要套用的材質
Studio.TerrainToolsV2.MaterialSettings.MaterialSettings,,,Material Settings,Material Settings,,Materialeinstellungen,Configuración del material,Paramètres matériel,Pengaturan Material,Impostazioni materiale,素材の設定,재질 설정,,Configurações do material,Свойства материала,การตั้งค่าวัสดุ,Malzeme Ayarları,Cài Đặt Vật Liệu,材质设置,材质设置,材質設定
Studio.TerrainToolsV2.MaterialSettings.UseColorMap,,,Use ColorMap,Use ColorMap,,ColorMap verwenden,Usar ColorMap,Utiliser ColorMap,Gunakan ColorMap,Usa ColorMap,ColorMap を使用,ColorMap 사용,,Usar ColorMap,Использовать ColorMap,ใช้แผนที่สี,Renk Haritası kullan,Sử Dụng ColorMap,使用 ColorMap,使用 ColorMap,使用 ColorMap
Studio.TerrainToolsV2.Meta.PluginButtonEditor,,,Editor,Editor,,Editor,Editor,Editeur,Editor,Editor,エディタ,편집기,,Editor,Редактор,เครื่องมือแก้ไข,Düzenleyici,Trình Chỉnh Sửa,编辑器,编辑器,編輯器
Studio.TerrainToolsV2.Meta.PluginButtonEditorTooltip,,,"Add, remove, and modify terrain","Add, remove, and modify terrain",,"Gelände hinzufügen, entfernen und modifizieren","Añade, elimina y modifica el terreno","Ajouter, enlever et modifier le terrain","Tambahkan, hapus, dan modifikasi medan","Aggiungi, rimuovi e modifica terreno",地形の追加、削除、変更,"지형 추가, 제거, 수정",,"Adicionar, remover e modificar terreno","Добавляйте, удаляйте и изменяйте рельеф","เพิ่ม, ลบ และแก้ไขภูมิประเทศ","Arazi ekle, kaldır ve düzenle","Thêm, bỏ và sửa đổi địa hình",添加、移除和修改地形,添加、移除和修改地形,新增、移除及修改地形
Studio.TerrainToolsV2.Meta.PluginDescription,,,"Add, remove, and modify terrain","Add, remove, and modify terrain",,"Gelände hinzufügen, entfernen und modifizieren","Añade, elimina y modifica el terreno","Ajouter, retirer et modifier le terrain","Tambahkan, hapus, dan modifikasi medan","Aggiungi, rimuovi e modifica terreno",地形の削除、追加、変更,"지형 추가, 제거, 수정",,"Adicionar, remover e modificar terreno","Добавляйте, удаляйте и изменяйте рельеф","เพิ่ม, ลบ และแก้ไขภูมิประเทศ","Arazi ekle, kaldır ve düzenle","Thêm, bỏ và sửa đổi địa hình",添加、移除和修改地形,添加、移除和修改地形,新增、移除及修改地形
Studio.TerrainToolsV2.Meta.PluginName,,,TerrainToolsV2,TerrainToolsV2,,TerrainToolsV2,TerrainToolsV2,TerrainToolsV2,TerrainToolsV2,TerrainToolsV2,TerrainToolsV2,TerrainToolsV2,,TerrainToolsV2,TerrainToolsV2,TerrainToolsV2,TerrainToolsV2,TerrainToolsV2,TerrainToolsV2,TerrainToolsV2,TerrainToolsV2
Studio.TerrainToolsV2.Meta.ToolbarName,,,Terrain,Terrain,,Gelände,Terreno,Terrain,Medan,Terreno,地形,지형,,Terreno,Рельеф,ภูมิประเทศ,Arazi,Địa Hình,地形,地形,地形
Studio.TerrainToolsV2.Regions.EditTools,,,Edit Tools,Edit Tools,,Tools bearbeiten,Herramientas de Edición,Outils d'édition,Alat Edit,Strumenti Modifica,編集ツール,편집 도구,,Editar ferramentas,Инструменты редактирования,เครื่องมือแก้ไข,Düzenleme Araçları,Chỉnh Sửa Công Cụ,编辑工具,编辑工具,編輯工具
Studio.TerrainToolsV2.Regions.FillSelection,,,Fill Selection,Fill Selection,,Auswahl füllen,Rellenar selección,Remplir la sélection,Isi Pilihan,Riempi selezione,選択肢を埋める,채우기 선택,,Preencher seleção,Заполнить выделенные области,เติมส่วนที่เลือก,Seçimi doldur,Lựa Chọn Lấp Đầy,填充选中范围,填充选中范围,填滿選取內容
Studio.TerrainToolsV2.Regions.Tools,,,Tools,Tools,,Tools,Herramientas,Outils,Alat,Strumenti,ツール,도구,,Ferramentas,Инструменты,เครื่องมือ,Araçlar,Công Cụ,工具,工具,工具
Studio.TerrainToolsV2.Tab.Build,,,Build,Build,,Bauen,Construir,Construire,Bentuk,Costruisci,作成,건설,,Construir,Построить,สร้าง,Yapı,Xây Dựng,建造,建造,建造
Studio.TerrainToolsV2.Tab.Create,,,Create,Create,,Erstellen,Crear,Créer,Buat,Crea,作成,만들기,,Criar,Создать,สร้าง,Oluştur,Tạo,创建,创建,建立
Studio.TerrainToolsV2.Tab.Paint,,,Paint,Paint,,Bemalen,Pintar,Peindre,Cat,Dipingi,ペイント,칠하기,,Pintar,Раскрасить,ทาสี,Boya,Vẽ,绘制,绘制,上色
Studio.TerrainToolsV2.Tab.Region,,,Region,Region,,Region,Región,Région,Wilayah,Area,地域,지역,,Região,Район,ภูมิภาค,Bölge,Khu Vực,区域,区域,區域
Studio.TerrainToolsV2.Tab.Sculpt,,,Sculpt,Sculpt,,Formen,Esculpir,Sculpter,Pahat,Scolpisci,彫刻,스컬프팅,,Esculpir,Вылепить,แกะสลัก,Yontma,Điêu Khắc,雕刻,雕刻,雕塑
Studio.TerrainToolsV2.ToolName.Add,,,Add,Add,,Hinzufügen,Añadir,Ajouter,Tambahkan,Aggiungi,追加,추가,,Adicionar,Добавить,เพิ่ม,Ekle,Thêm,增加,增加,增加
Studio.TerrainToolsV2.ToolName.Clear,,,Clear,Clear,,Löschen,Borrar,Vider,Hapus,Cancella,消す,지우기,,Limpar,Очистить,เคลียร์,Temizle,Dọn Sạch,清除,清除,清除
Studio.TerrainToolsV2.ToolName.Copy,,,Copy,Copy,,Kopieren,Copiar,Copier,Salin,Copia,コピー,복사,,Copiar,Копировать,คัดลอก,Kopyala,Sao Chép,复制,复制,複製
Studio.TerrainToolsV2.ToolName.Delete,,,Delete,Delete,,Löschen,Eliminar,Supprimer,Hapus,Elimina,削除,삭제,,Excluir,Удалить,ลบ,Sil,Xóa,删除,删除,刪除
Studio.TerrainToolsV2.ToolName.Erode,,,Erode,Erode,,Erodieren,Erosionar,Éroder,Kikis,Erodi,削る,낮추기,,Erodir,Эрозия,ยุบลง,Aşındır,Xói Mòn,侵蚀,侵蚀,侵蝕
Studio.TerrainToolsV2.ToolName.Fill,,,Fill,Fill,,Füllen,Llenar,Remplir,Isi,Riempi,埋める,채우기,,Preencher,Заполнить,เติม,Doldur,Lấp Đầy,填充,填充,填滿
Studio.TerrainToolsV2.ToolName.Flatten,,,Flatten,Flatten,,Abflachen,Aplanar,Aplanir,Ratakan,Appiattisci,平地化,평탄화,,Aplainar,Сгладить,ทำให้เรียบแบน,Düzleştir,Làm Phẳng,展平,展平,平地化
Studio.TerrainToolsV2.ToolName.Generate,,,Generate,Generate,,Generieren,Generar,Générer,Buat,Genera,作成する,생성,,Gerar,Генерировать,สร้าง,Oluştur,Tạo,生成,生成,生成
Studio.TerrainToolsV2.ToolName.Grow,,,Grow,Grow,,Erhöhen,Aumentar,Pousser,Tumbuhkan,Ingrandisci,大きく,높이기,,Aumentar,Нарастить,เติม,Büyüt,Tăng,增长,增长,生長
Studio.TerrainToolsV2.ToolName.Import,,,Import,Import,,Importieren,Importar,Importer,Impor,Importa,インポート,가져오기,,Importar,Импорт,นำเข้า,İçe Aktar,Nhập,导入,导入,匯入
Studio.TerrainToolsV2.ToolName.Move,,,Move,Move,,Verschieben,Mover,Bouger,Gerakkan,Sposta,移動,이동,,Mover,Переместить,ย้าย,Taşı,Di Chuyển,移动,移动,移動
Studio.TerrainToolsV2.ToolName.Paint,,,Paint,Paint,,Bemalen,Pintar,Peindre,Cat,Dipingi,ペイント,칠하기,,Pintar,Раскрасить,ทาสี,Boya,Vẽ,绘制,绘制,上色
Studio.TerrainToolsV2.ToolName.Paste,,,Paste,Paste,,Einfügen,Pegar,Coller,Tempel,Incolla,貼り付け,붙여넣기,,Colar,Вставить,วาง,Yapıştır,Dán,粘贴,粘贴,貼上
Studio.TerrainToolsV2.ToolName.Regions,,,Regions,Regions,,Regionen,Regiones,Régions,Wilayah,Aree,地域,범위,,Regiões,Области,ภูมิภาค,Bölgeler,Khu Vực,区域,区域,區域
Studio.TerrainToolsV2.ToolName.Resize,,,Resize,Resize,,Größe anpassen,Ajustar,Redimensionner,Ubah Ukuran,Ridimensiona,サイズ変更,크기 조정,,Dimensionar,Изменить размер,ปรับขนาด,Yeniden Boyutlandır,Đổi Cỡ,调整尺寸,调整尺寸,調整大小
Studio.TerrainToolsV2.ToolName.Rotate,,,Rotate,Rotate,,Drehen,Girar,Faire tourner,Putar,Ruota,回転,회전,,Girar,Вращать,หมุน,Döndür,Xoay,旋转,旋转,旋轉
Studio.TerrainToolsV2.ToolName.SeaLevel,,,Sea Level,Sea Level,,Meeresspiegel,Niv. del mar,N. de la mer,Permukaan Laut,Livello del mare,海面,해수면,,"Nível
do mar",Уровень моря,ระดับน้ำทะเล,Deniz Seviyesi,Mực Nước Biển,海平面,海平面,海平面
Studio.TerrainToolsV2.ToolName.Select,,,Select,Select,,Auswählen,Seleccionar,Sélectionner,Pilih,Seleziona,選択,선택,,Selecionar,Выбрать,เลือก,Seç,Chọn,选择,选择,選擇
