Studio.App.CalibrateDeviceScalingDialog.EstimateScreenSize,,,"To accurately scale to physical size, we need to get an estimate of your screen size.","To accurately scale to physical size, we need to get an estimate of your screen size.",للقياس بدقة مقارنة بالحجم الفعلي، نحتاج إلى الحصول على تقدير لحجم شاشتك.,Zur präzisen Skalierung auf die physische Größe benötigen wir Angaben zu deiner Bildschirmgröße.,"Para redimensionar con precisión al tamaño físico, es necesario obtener una estimación del tamaño de tu pantalla.","Pour une mise à l'échelle correcte à la taille physique, il nous faut une estimation de votre taille d'écran.","फ़िज़िकल साइज़ तक सटीक तरीके से स्केल करने के लिए, हमें आपके स्क्रीन साइज़ के अनुमान की ज़रूरत होगी.","Untuk menskalakan ke ukuran fisik dengan akurat, kami perlu mengetahui perkiraan ukuran layarmu.","Per un ridimensionamento preciso alla dimensione fisica, dobbiamo fare una stima della dimensione del tuo schermo.",物理的なサイズを正確に拡大/縮小するには、スクリーンのサイズの見積もりが必要です。,실제 크기로 정확하게 스케일링하려면 화면 크기 추정치에 대한 정보가 필요합니다.,"Aby precyzyjnie dopasować skalę do rozmiaru fizycznego, potrzebujemy przybliżonych wymiarów twojego ekranu.","Para dimensionar com precisão ao tamanho físico, precisamos estimar o tamanho de sua tela.","Чтобы точно масштабировать до физического размера, нам нужно получить оценку размера экрана.",เพื่อปรับขนาดให้ตรงกับขนาดจริง เราจำเป็นต้องมีค่าโดยประมาณของขนาดหน้าจอของคุณ,Fiziksel boyuta doğru bir şekilde ölçeklendirebilmek için ekran boyutunun yaklaşık bir ölçümünü almamız gerekecek.,"Để điều chỉnh chính xác kích thước vật lý, chúng ta cần ước tính kích thước màn hình của bạn.",为了提供准确的物理尺寸，我们需要获知你的显示器的大致尺寸。,为了提供准确的物理尺寸，我们需要获知你的显示器的大致尺寸。,為了提供準確的實際尺寸，我們需要預估你的螢幕尺寸。
Studio.App.CalibrateDeviceScalingDialog.IncreaseImageSize,,,Increase image size,Increase image size,زيادة حجم الصورة,Bildgröße erhöhen,Aumentar tamaño de la imagen,Augmenter la taille de l'image,इमेज साइज़ बढ़ाएँ,Tingkatkan ukuran gambar,Aumenta dimensioni immagine,画像サイズを拡大,이미지 크기 확대,Zwiększ rozmiar obrazu,Aumentar tamanho da imagem,Увеличить размер изображения,เพิ่มขนาดภาพ,Görsel boyutunu büyüt,Tăng kích thước hình ảnh,扩大图片尺寸,扩大图片尺寸,提高圖像大小
Studio.App.CallStackWidget.CurrentScript,,,Current Script: ,Current Script: ,البرنامج النصيّ الحالي: ,Aktuelles Skript: ,Script actual: ,Script actuel : ,मौजूदा स्क्रिप्ट : ,Skrip Saat Ini: ,Script attuale: ,現在のスクリプト: ,현재 스크립트: ,Bieżący skrypt: ,Script atual: ,Текущий скрипт:,สคริปต์ปัจจุบัน: ,Mevcut Betik: ,Kịch Bản Hiện Tại: ,当前脚本: ,当前脚本: ,目前指令碼： 
Studio.App.CallStack.CallStack,,,Call Stack,Call Stack,مكدس الاستدعاءات,Aufrufliste,Pila de llamadas,Pile des appels,कॉल स्टैक,Call Stack,Call stack,コールスタック,호출 스택,Stos wywołań,Pilha de chamadas,Стек вызовов,Call stack,Çağrı Yığını,Ngăn Xếp Cuộc Gọi,调用堆栈,调用堆栈,呼叫堆疊
Studio.App.CallStack.Frame,,,Frame,Frame,الإطار,Bild,Cuadro,Trame,फ़्रेम,Frame,Frame,フレーム,프레임,Klatka,Quadro,Кадр,เฟรม,Çerçeve,Khung Hình,帧,帧,框架
Studio.App.CallStack.FunctionExplanation,,,Function Explanation,Function Explanation,شرح الدالة,Funktionserklärung,Explicación de la función,Explication de la fonction,फ़ंक्शन एक्सप्लेनेशन,Penjelasan Fungsi,Spiegazione della funzione,関数の説明,함수 설명,Objaśnienie funkcji,Explicação da função,Описание функции,คําอธิบายฟังก์ชัน,İşlev Açıklaması,Giải Thích Chức Năng,函数说明,函数说明,函式解釋
Studio.App.CallStack.FunctionName,,,Function Name,Function Name,اسم الدالة,Funktionsname,Nombre de la función,Nom de la fonction,फ़ंक्शन का नाम,Nama Fungsi,Nome funzione,関数名,함수 이름,Nazwa funkcji,Nome da função,Название функции,ชื่อฟังก์ชัน,İşlev Adı,Tên Hàm,函数名称,函数名称,函式名稱
Studio.App.CallStack.LineNo,,,Line No.,Line No.,رقم السطر,Zeilennummer,Número de línea,Numéro de ligne,लाइन नंबर,No. Baris,Riga num.,行番号,줄 번호,Nr wiersza,Nº da linha,Номер строки,หมายเลขบรรทัด,Satır No.,Số Dòng,行号,行号,行號
Studio.App.CallStack.Source,,,Source,Source,المصدر,Quelle,Fuente,Source,सोर्स,Sumber,Sorgente,ソース,소스,Źródło,Fonte,Исходник,แหล่งที่มา,Kaynak,Nguồn,来源,来源,來源
Studio.App.CallStack.What,,,What,What,ماذا,Was,Qué,Quoi,क्या,Apa,Cosa,名前,대상,Co,O quê,Что,อะไร,Ne,Cái Gì,类型,类型,名稱
Studio.App.ChatSessionHandler.All,,,All,All,الكل,Alle,Todo,Tout,सभी,Semua,Tutto,すべて,모두,Wszystko,Todas,Все,ทั้งหมด,Tümü,Tất Cả,全部,全部,全部
Studio.App.ChatSessionHandler.TeamChat,,,Team Chat,Team Chat,Team Chat,Teamchat,Chat de equipo,Chat équipe,टीम चैट,Chat Tim,Chat squadra,チームチャット,팀 채팅,Czat zespołowy,Chat de equipe,Общий чат,แชททีม,Takım Sohbeti,Trò Chuyện Nhóm,队伍聊天,队伍聊天,團隊聊天
Studio.App.ClientServerToggleFTUE.ClientServerToggle,,,Client/Server Toggle,Client/Server Toggle,تبديل العميل/الخادم,Client/Server umschalten,Alternar cliente/servidor,Bascule client/serveur,क्लाइंट/सर्वर टॉगल करें,Mode Klien/Server,Attivazione client/server,クライアント/サーバー設定切りかえ,클라이언트/서버 전환,Przełącznik klient/serwer,Alternar entre cliente/servidor,Переключение клиент/сервер,เปิด/ปิดไคลเอนต์/เซิร์ฟเวอร์,İstemci/Sunucu Değişikliği,Chuyển Đổi Giữa Máy Khách/Máy Chủ,切换客户端/服务器,切换客户端/服务器,切換用戶端 / 伺服器
Studio.App.ClientServerToggleFTUE.ToggleClientServerMode,,,Click on the icon to toggle between client and server mode while testing,Click on the icon to toggle between client and server mode while testing,اضغط على الأيقونة للتبديل بين وضع العميل والخادم أثناء الاختبار,"Klicke auf das Symbol, um beim Testen zwischen Client- und Servermodus umzuschalten",Hacer clic en el ícono para alternar entre el modo cliente y servidor durante las pruebas,Cliquer sur l'icône pour basculer entre le mode client et le mode serveur lors du test.,"टेस्टिंग करते समय क्लाइंट और सर्वर मोड के बीच टॉगल करने के लिए, आइकॉन पर क्लिक करें",Klik ikon untuk beralih antara mode klien dan server saat menguji,Clicca sull'icona per scorrere tra la modalità client e server durante il test,テスト中はアイコンをクリックしてクライアントモードとサーバーモードを切りかえ,테스트 중 아이콘을 클릭해 클라이언트와 서버 모드를 전환합니다,"Kliknij ikonę, aby podczas testowania przełączyć się pomiędzy trybem klienta i serwera",Clique no ícone para alternar entre o modo cliente e modo servidor durante o teste,Нажмите на значок для переключения между режимом клиента и сервера во время тестирования.,คลิกที่ไอคอนเพื่อเปิด/ปิดระหว่างโหมดไคลเอนต์และเซิร์ฟเวอร์ในขณะที่กำลังทดสอบ,Test sırasında istemci ve sunucu modu arasında geçiş yapmak için simgeye tıkla,Nhấp vào biểu tượng để chuyển đổi giữa chế độ máy khách và máy chủ trong khi thử nghiệm,测试时，单击图标以在客户端和服务器模式之间切换,测试时，单击图标以在客户端和服务器模式之间切换,測試時按一下圖示以在用戶端和伺服器模式之間切換
Studio.App.ContextMenuDropdown.Archive,,,Archive,Archive,أرشفة,Archivieren,Archivo,Archiver,आर्काइव करें,Arsip,Archivia,アーカイブ,보관처리,Archiwizuj,Arquivar,Архив ,เก็บถาวร,Arşivle,Lưu Trữ,归档,归档,封存
Studio.App.ContextMenuDropdown.ConfigureGame,,,Configure game,Configure game,تهيئة اللعبة,Spiel konfigurieren,Configurar juego,Configurer le jeu,गेम को कॉन्फ़िगर करें,Konfigurasi game,Configura partita,ゲームの環境設定,게임 구성,Skonfiguruj grę,Configurar jogo,Настроить игру,กำหนดค่าเกม,Oyunu yapılandır,Định cấu hình trò chơi,配置游戏,配置游戏,設定遊戲
Studio.App.ContextMenuDropdown.ConfigurePlace,,,Configure place,Configure place,تهيئة المكان,Ort konfigurieren,Configurar lugar,Configurer l'emplacement,प्लेस कॉन्फ़िगर करें,Konfigurasikan tempat,Configura località,プレースの環境設定,플레이스 구성,Skonfiguruj miejsce,Configurar local,Настроить место,กำหนดค่าสถานที่,Mekânı yapılandır,Định cấu hình địa điểm,配置场景,配置场景,設定地點
Studio.App.ContextMenuDropdown.DisableTeamCreate,,,Disable Team Create,Disable Team Create,تعطيل Team Create,Team Create deaktivieren,Desactivar Creación en equipo,Désactiver Création en équipe,'टीम क्रिएट' बंद करें,Nonaktifkan Kreasi Bersama,Disabilita Creazione di squadra,チーム制作機能をオフにする,팀 제작 비활성화,Wyłącz tworzenie zespołowe,Desativar Criação em equipe,Отключить совместную разработку,ปิดใช้งานการสร้างร่วมกับเพื่อน,Takım Çalışması özelliğini devre dışı bırak,Tắt Team Create,禁用组队创作,禁用组队创作,停用團隊創作
Studio.App.ContextMenuDropdown.EnableTeamCreate,,,Enable Team Create,Enable Team Create,تمكين Team Create,Team Create aktivieren,Activar Creación en equipo,Activer Création en équipe,'टीम क्रिएट' चालू करें,Aktifkan Kreasi Bersama,Abilita Creazione di squadra,チーム制作機能をオンにする,팀 제작 활성화,Włącz tworzenie zespołowe,Ativar Criação em equipe,Включить совместную разработку,เปิดใช้งานการสร้างร่วมกับเพื่อน,Takım Çalışması özelliğini etkinleştir,Bật Team Create,启用组队创作,启用组队创作,啟用團隊創作
Studio.App.ContextMenuDropdown.MakePrivate,,,Make private,Make private,جعلها خاصة,Privat machen,Hacer privado,Rendre privé,प्राइवेट बनाएँ,Jadikan privat,Rendi privato,非公開にする,비공개로 설정,Ustaw jako prywatne,Tornar privado,Закрыть игру,ทําให้เป็นส่วนตัว,Özel yap,Đặt riêng tư,设为私人,设为私人,設為私人
