Key,Source,de-de,en-us,es-es,fr-fr,it-it,ja-jp,ko-kr,pt-br,ru-ru,zh-cjv,zh-cn,zh-tw
Studio.GameSettings.General.GameIconTutorial,New to making icons? Check out the Icon Tutorial.,Neu beim Erstellen von Symbolen? Schau dir das Symbole-Tutorial an.,New to making icons? Check out the Icon Tutorial.,¿Nunca has creado un ícono? Revisa el Tutorial de ícono.,Tu débutes dans la création d'icônes ? Consultez le didacticiel correspondant.,È la prima volta che crei un'icona? Dai un'occhiata al tutorial sulle icone.,アイコン制作は初めてですか。アイコンチュートリアルをご覧ください。,아이콘을 처음 만드시나요? 아이콘 튜토리얼을 확인하세요.,Aprendendo a fazer ícones? Confira o tutorial de ícones.,Учитесь делать значки? Ознакомьтесь с руководством по созданию значков.,不熟悉制作图标吗? 来看看图标教程吧。,不熟悉制作图标吗? 来看看图标教程吧。,不熟悉製作圖示嗎？請看看圖示教學吧。
Studio.GameSettings.General.GameIconHint,Acceptable files: {fileTypes}{newline}Recommended resolution: 512 x 512,Zulässige Dateien: {fileTypes}{newline}Empfohlene Auflösung: 512 x 512,Acceptable files: {fileTypes}{newline}Recommended resolution: 512 x 512,Archivos aceptables: {fileTypes}{newline} Resolución recomendada: 512x512,Fichiers acceptés : {fileTypes}{newline}Résolution conseillée : 512 x 512,File supportati: {fileTypes}{newline}Risoluzione consigliata: 512 x 512,許容可能なファイル: {fileTypes}{newline}推奨解像度: 512 x 512,허용 파일: {fileTypes}{newline}권장 해상도: 512 x 512,Arquivos aceitáveis: {fileTypes}{newline}Resolução recomendada: 512 x 512,Допустимые файлы: {fileTypes}{newline}Рекомендуемое разрешение: 512 x 512,可接受的文件: {fileTypes}{newline}建议的分辨率: 512 x 512,可接受的文件: {fileTypes}{newline}建议的分辨率: 512 x 512,可以接受的檔案：{fileTypes}{newline}建議解析度：512 x 512
Studio.GameSettings.Monetization.OverPrivateServerSubscriptions,There are currently over {numOfSubscriptions:int} Private Server Subscriptions active for this place., ,There are currently over {numOfSubscriptions:int} Private Server Subscriptions active for this place.,"Actualmente, hay más de {numOfSubscriptions:int} suscripciones activas a Servidores privados para este lugar.",Il y a plus de {numOfSubscriptions:int} abonnements aux serveurs privés pour cet emplacement en ce moment.,Attualmente sono attivi più di {numOfSubscriptions:int} abbonamenti ai server privati per questa località.,このプレースには現在、 有効なプライベートサーバーサブスクリプションが {numOfSubscriptions:int} 件以上あります。,현재 이 플레이스에는 {numOfSubscriptions:int}건 이상의 활성화된 비공개 서버 구독이 있습니다.,"No momento, há mais de {numOfSubscriptions:int} assinaturas de servidores privados ativas para este local.", ,当前场景目前拥有超过 {numOfSubscriptions:int} 个以上的活跃私人服务器订阅。,当前场景目前拥有超过 {numOfSubscriptions:int} 个以上的活跃私人服务器订阅。,此地點目前有 {numOfSubscriptions:int} 個以上的活躍私人伺服器訂閱。
Studio.GameSettings.General.LocalizationSettingsLinkText,Click here, ,Click here,Hacer clic aquí,Clique ici,Clicca qui,ここをクリック,여기를 클릭하면,Clique aqui, ,点击此处,点击此处,按下此處
Studio.GameSettings.General.GameIconModeration,Image will be reviewed by moderators before being made visible to other users,"Das Bild wird von Moderatoren überprüft, bevor es für andere Benutzer sichtbar wird",Image will be reviewed by moderators before being made visible to other users,La imagen será revisada por los moderadores antes de hacerse visible para otros usuarios,L'image sera examinée par les modérateurs avant d'être visible par les autres joueurs.,L'immagine sarà valutata dai moderatori prima di essere resa visibile agli altri utenti,画像は、他のユーザーに表示される前に内容審査スタッフによってレビューされます。,이미지는 검열팀의 검토가 끝난 후에 다른 사용자들에게 공개됩니다.,A imagem será revisada por moderadores antes de ser disponibilizada para outros usuários,"Изображение будет рассмотрено модераторами перед тем, как его увидят другие пользователи.",图片将由协调员审查，然后再对其他用户开放显示,图片将由协调员审查，然后再对其他用户开放显示,圖像將交由管理員審查後方得供其他使用者檢視
Studio.GameSettings.General.GameIconChange,Change,Ändern,Change,Cambio,Modifier,Cambia,変更,변경,Modificar,Изменить,更改,更改,變更
Studio.GameSettings.General.TitleAllowCopying,Allow Copying, ,Allow Copying,Permitir hacer una copia,Autoriser la copie,Consenti copia,コピーを許可,복사 허용,Permitir cópia, ,允许复制,允许复制,允許複製
Studio.GameSettings.General.ThumbnailsLimit,You can set up to {maxThumbnails:int} screenshots and YouTube videos for a game.,Du kannst bis zu {maxThumbnails:int} Screenshots und YouTube-Videos für ein Spiel festlegen.,You can set up to {maxThumbnails:int} screenshots and YouTube videos for a game.,Puedes definir hasta un máximo de {maxThumbnails:int} capturas de pantalla y videos de YouTube para un juego.,Tu peux configurer un maximum de {maxThumbnails:int} captures d'écran et vidéos YouTube pour un jeu.,Puoi impostare fino a {maxThumbnails:int} screenshot e video YouTube per un gioco.,一つのゲームにつき {maxThumbnails:int} 件までのスクリーンショットとYouTubeビデオを設定できます。,스크린샷 및 YouTube 동영상은 게임당 최대 {maxThumbnails:int}개까지 설정할 수 있습니다.,É possível definir até {maxThumbnails:int} capturas de tela e vídeos do YouTube para um jogo.,Укажите допустимое для игры количество скриншотов (до {maxThumbnails:int}) и видеороликов для YouTube.,一个游戏最多可设置 {maxThumbnails:int} 组屏幕截图和 YouTube 视频。,一个游戏最多可设置 {maxThumbnails:int} 组屏幕截图和 YouTube 视频。,你最多可以替一個遊戲設定 {maxThumbnails:int} 個截圖和 YouTube 影片。
Studio.GameSettings.General.ThumbnailsHint,Acceptable image files: {fileTypes} | Recommended resolution: 1920 x 1080,Zulässige Bilddateien: {fileTypes} | Empfohlene Auflösung: 1920 x 1080,Acceptable image files: {fileTypes} | Recommended resolution: 1920 x 1080,Archivos de imágenes aceptables: {fileTypes} | Resolución recomendada: 1920x1080,Fichiers images acceptés : {fileTypes} | Résolution conseillée : 1920 x 1080,File immagine supportati: {fileTypes} | Risoluzione consigliata: 1920 x 1080,許容可能な画像ファイル: {fileTypes} | 推奨解像度: 1920 x 1080,허용 이미지 파일: {fileTypes} | 권장 해상도: 1920 x 1080,Arquivos de imagem aceitáveis: {fileTypes} | Resolução recomendada: 1920 x 1080,Допустимые файлы изображений: {fileTypes} |Рекомендуемое разрешение: 1920 x 1080,可接受的图片文件: {fileTypes} | 建议的分辨率: 1920 x 1080,可接受的图片文件: {fileTypes} | 建议的分辨率: 1920 x 1080,可以接受的圖像檔案：{fileTypes} | 建議解析度：1920 x 1080
Studio.GameSettings.General.AutoTranslationTitle,Automatic Translation, ,Automatic Translation,Traducción automática,Traduction automatique,Traduzione automatica,自動翻訳,자동 번역,Tradução automática, ,自动翻译,自动翻译,自動翻譯
Studio.GameSettings.General.TitlePresets,Presets,Voreinstellungen,Presets,Preajustes,Présélections,Preset,初期設定,사전 설정,Predefinições,Заданные настройки,预设,预设,預設
Studio.GameSettings.General.TitleWorldPresets,Presets, ,Presets,Preajustes,Présets,Preset,初期設定,사전 설정,Predefinições,Заданные настройки,预设,预设,預設
Studio.GameSettings.General.ErrorNameEmpty,Name cannot be empty.,Name darf nicht leer sein.,Name cannot be empty.,El nombre no puede estar vacío.,Le nom ne peut pas être vide.,Il nome non può essere vuoto.,名前を空欄にすることはできません。,이름은 비워둘 수 없습니다.,O nome não pode ficar vazio.,Имя не может быть пустым.,名称不能为空。,名称不能为空。,名稱不可空白。
Studio.GameSettings.General.ImagePreview,Preview,Vorschau,Preview,Vista previa,Aperçu,Anteprima,プレビュー,미리 보기,Prévia,Предварительный просмотр,预览,预览,預覽
Studio.GameSettings.General.PreviewDialogHeader,Preview,Vorschau,Preview,Vista previa,Aperçu,Anteprima,プレビュー,미리 보기,Prévia,Предварительный просмотр,预览,预览,預覽
Studio.GameSettings.Monetization.DEPRECATED_VIPServersHint,Paid Access must not be enabled and the game must be public to enable VIP Servers., ,Paid Access must not be enabled and the game must be public to enable VIP Servers.,"Para habilitar los servidores VIP, no debe activarse el acceso de pago y el juego debe ser público.",L'Accès Payant ne doit pas être activé et le jeu doit être public pour activer les serveurs VIP.,"Per abilitare i server VIP, l'accesso a pagamento non deve essere abilitato e il gioco deve essere pubblico.",VIPサーバーを有効化するには、有料アクセスが有効化されておらず、ゲームが公開されていることが必須です。,VIP 서버를 활성화하려면 유료 액세스를 비활성화하고 게임을 공개해야 합니다.,Acesso pago deve estar desabilitado e o jogo deve ser público para permitir servidores VIP., ,启用 VIP 服务器前，需要禁用付费访问并将游戏设为公开。,启用 VIP 服务器前，需要禁用付费访问并将游戏设为公开。,若要啟用 VIP 伺服器，必須先停用付費通行，並將遊戲設為公開。
Studio.GameSettings.Monetization.VIPServersHint,Paid Access must not be enabled and the game must be public to enable VIP Servers., ,Paid Access must not be enabled and the game must be public to enable VIP Servers.,No se debe activar el Acceso de pago y el juego debe ser público para habilitar los Servidores VIP.,L'accès payant ne doit pas être activé et le jeu doit être public pour activer les serveurs VIP.,"Per abilitare i server VIP, l'accesso a pagamento non deve essere abilitato e il gioco deve essere pubblico.",VIPサーバーを有効化するには、有料アクセスが有効化されておらず、ゲームが公開されていることが必須です。,VIP 서버를 활성화하려면 유료 액세스를 비활성화하고 게임을 공개해야 합니다.,Acesso pago não deve ser habilitado e o jogo deve ser público para permitir servidores VIP., ,启用 VIP 服务器前，需要禁用付费访问并将游戏设为公开。,启用 VIP 服务器前，需要禁用付费访问并将游戏设为公开。,若要啟用 VIP 伺服器，必須先停用付費通行，並將遊戲設為公開。
Studio.GameSettings.General.GenreAdventure,Adventure,Abenteuer,Adventure,Aventura,Aventure,Avventura,アドベンチャー,모험,Aventura,Приключения,冒险,冒险,冒險
Studio.GameSettings.General.GenreWestern,Western, ,Western,Western,Western,Western,ウエスタン,서부극,Faroeste,Вестерн,西部,西部,西部
Studio.GameSettings.Monetization.BadgeImage,Badge Image, ,Badge Image,Imagen del emblema,Image badge,Immagine contrassegno,バッジ画像,배지 이미지,Imagem do emblema, ,徽章图片,徽章图片,徽章圖像
Studio.GameSettings.General.GenreBuilding,Building,Bausimulatoren,Building,Construcción,Construction,Edificio,建築,건설,Construção,Постройки,建筑,建筑,建築
Studio.GameSettings.General.PublishIsRequiredHyperlink,Publishing the game to Roblox, ,Publishing the game to Roblox,Es necesario publicar el juego en Roblox,Publication du jeu sur Roblox,Pubblicare il gioco su Roblox,ゲームをRobloxで公開,Roblox에 게임 게시,Publicando o jogo na Roblox,Публикация игры в Roblox,正在将游戏发布到 Roblox,正在将游戏发布到 Roblox,遊戲發布到 Roblox
Studio.GameSettings.General.PublishingHintLink,Publishing the game to Roblox, ,Publishing the game to Roblox,Es necesario publicar el juego en Roblox,Publier le jeu sur Roblox,Pubblicare il gioco su Roblox,ゲームをRobloxで公開,Roblox에 게임 게시,Publicando o jogo na Roblox,Публикация игры в Roblox,正在将游戏发布到 Roblox,正在将游戏发布到 Roblox,遊戲發布到 Roblox
Studio.GameSettings.General.GenreComedy,Comedy,Lustige Spiele,Comedy,Comedia,Humour,Commedia,コメディ,코미디,Comédia,Комедия,喜剧,喜剧,喜劇
