Key,Context,Source,en-us
Studio.TerrainToolsV2.Action.Redo,,"Redo","Redo"
Studio.TerrainToolsV2.Action.Reload,,"Reload","Reload"
Studio.TerrainToolsV2.Action.Remove,,"Remove","Remove"
Studio.TerrainToolsV2.Action.Rename,,"Rename","Rename"
Studio.TerrainToolsV2.Action.Replace,,"Replace","Replace"
Studio.TerrainToolsV2.Action.Reset,,"Reset","Reset"
Studio.TerrainToolsV2.Action.Resume,,"Resume","Resume"
Studio.TerrainToolsV2.Action.Retry,,"Retry","Retry"
Studio.TerrainToolsV2.Action.Save,,"Save","Save"
Studio.TerrainToolsV2.Action.Share,,"Share","Share"
Studio.TerrainToolsV2.Action.Stop,,"Stop","Stop"
Studio.TerrainToolsV2.Action.Undo,,"Undo","Undo"
Studio.TerrainToolsV2.Action.Update,,"Update","Update"
Studio.TerrainToolsV2.Action.Yes,,"Yes","Yes"
Studio.TerrainToolsV2.AssetIdSelector.PlaceHolderText,,"Select game asset image","Select game asset image"
Studio.TerrainToolsV2.BrushSettings.Add,,"Add","Add"
Studio.TerrainToolsV2.BrushSettings.Advanced,,"Advanced","Advanced"
Studio.TerrainToolsV2.BrushSettings.Apply,,"Apply","Apply"
Studio.TerrainToolsV2.BrushSettings.Auto,,"Auto","Auto"
Studio.TerrainToolsV2.BrushSettings.BaseSize,,"Base Size","Base Size"
Studio.TerrainToolsV2.BrushSettings.BaseSizeTooltip,,"B + Move Mouse to adjust base size","B + Move Mouse to adjust base size"
Studio.TerrainToolsV2.BrushSettings.BottomPivot,,"Bot","Bot"
Studio.TerrainToolsV2.BrushSettings.BrushMode,,"Brush Mode","Brush Mode"
Studio.TerrainToolsV2.BrushSettings.BrushModeTooltip,,"Ctrl/Cmd to perform opposite action, Shift to Smooth","Ctrl/Cmd to perform opposite action, Shift to Smooth"
Studio.TerrainToolsV2.BrushSettings.BrushSettings,,"Brush Settings","Brush Settings"
Studio.TerrainToolsV2.BrushSettings.CenterPivot,,"Cen","Cen"
Studio.TerrainToolsV2.BrushSettings.Edit,,"Edit","Edit"
Studio.TerrainToolsV2.BrushSettings.EditPlane,,"Edit Plane","Edit Plane"
Studio.TerrainToolsV2.BrushSettings.EditPlaneTooltip,,"Ctrl+Shift+Space","Ctrl+Shift+Space"
Studio.TerrainToolsV2.BrushSettings.Fill,,"Fill","Fill"
Studio.TerrainToolsV2.BrushSettings.FixedPlane,,"Fixed Plane","Fixed Plane"
Studio.TerrainToolsV2.BrushSettings.FlattenMode,,"Flatten Mode","Flatten Mode"
Studio.TerrainToolsV2.BrushSettings.Height,,"Height","Height"
Studio.TerrainToolsV2.BrushSettings.HeightTooltip,,"Ctrl/Cmd + B + Move Mouse to adjust height","Ctrl/Cmd + B + Move Mouse to adjust height"
Studio.TerrainToolsV2.BrushSettings.IgnoreParts,,"Ignore Parts","Ignore Parts"
Studio.TerrainToolsV2.BrushSettings.IgnoreWater,,"Ignore Water","Ignore Water"
Studio.TerrainToolsV2.BrushSettings.Manual,,"Manual","Manual"
Studio.TerrainToolsV2.BrushSettings.Material,,"Material","Material"
Studio.TerrainToolsV2.BrushSettings.MaterialMode,,"Material Mode","Material Mode"
Studio.TerrainToolsV2.BrushSettings.Off,,"Off","Off"
Studio.TerrainToolsV2.BrushSettings.Paint,,"Paint","Paint"
Studio.TerrainToolsV2.BrushSettings.PivotPosition,,"Pivot Position","Pivot Position"
Studio.TerrainToolsV2.BrushSettings.PlaneLock,,"Plane Lock","Plane Lock"
Studio.TerrainToolsV2.BrushSettings.PlanePosition,,"Plane Position","Plane Position"
Studio.TerrainToolsV2.BrushSettings.Position,,"Position","Position"
Studio.TerrainToolsV2.BrushSettings.Replace,,"Replace","Replace"
Studio.TerrainToolsV2.BrushSettings.Reset,,"Reset","Reset"
Studio.TerrainToolsV2.BrushSettings.Rotation,,"Rotation","Rotation"
Studio.TerrainToolsV2.BrushSettings.Shape,,"Shape","Shape"
Studio.TerrainToolsV2.BrushSettings.Size,,"Size","Size"
Studio.TerrainToolsV2.BrushSettings.SnapToGrid,,"Snap to Grid","Snap to Grid"
Studio.TerrainToolsV2.BrushSettings.SnapToVoxels,,"Snap to Voxels","Snap to Voxels"
Studio.TerrainToolsV2.BrushSettings.Strength,,"Strength","Strength"
Studio.TerrainToolsV2.BrushSettings.StrengthTooltip,,"Shift + B + Move Mouse to adjust strength","Shift + B + Move Mouse to adjust strength"
Studio.TerrainToolsV2.BrushSettings.Subtract,,"Subtract","Subtract"
Studio.TerrainToolsV2.BrushSettings.TopPivot,,"Top","Top"
Studio.TerrainToolsV2.ClearTool.ConfirmationMessage,,"Do you want to clear all terrain?","Do you want to clear all terrain?"
Studio.TerrainToolsV2.ClearTool.ConfirmationTitle,,"Clear Terrain","Clear Terrain"
Studio.TerrainToolsV2.ColormapCallout.Description,,"Colormaps convert image colors to terrain materials using Roblox Studio's color key.","Colormaps convert image colors to terrain materials using Roblox Studio's color key."
Studio.TerrainToolsV2.ColormapCallout.Title,,"Colormaps","Colormaps"
Studio.TerrainToolsV2.Confirmation.No,,"No","No"
Studio.TerrainToolsV2.Confirmation.Yes,,"Yes","Yes"
Studio.TerrainToolsV2.ConvertMode.Biome,,"Biome","Biome"
Studio.TerrainToolsV2.ConvertMode.ConvertMode,,"Fill","Fill"
Studio.TerrainToolsV2.ConvertMode.Material,,"Material","Material"
Studio.TerrainToolsV2.ConvertPart.Convert,,"Convert","Convert"
Studio.TerrainToolsV2.ConvertPart.ConvertFailed,,"Convert failed for instance {1}","Convert failed for instance {1}"
Studio.TerrainToolsV2.ConvertPart.ConvertFinished,,"Convert finished: {1} seconds for {2:int} instance(s)","Convert finished: {1} seconds for {2:int} instance(s)"
Studio.TerrainToolsV2.ConvertPart.ConvertProgressTitle,,"Convert Parts","Convert Parts"
Studio.TerrainToolsV2.ConvertPart.ConvertShapesToBiome,,"Converting parts to Biome","Converting parts to Biome"
Studio.TerrainToolsV2.ConvertPart.ConvertShapesToMaterial,,"Converting parts","Converting parts"
Studio.TerrainToolsV2.ConvertPart.GetTargetShapes,,"Calculating shapes","Calculating shapes"
Studio.TerrainToolsV2.ConvertPart.HasOtherInstance,,"Only Parts can be converted, other objects will be skipped","Only Parts can be converted, other objects will be skipped"
Studio.TerrainToolsV2.ConvertPart.HasProtected,,"Only Parts or Models containing Parts can be converted","Only Parts or Models containing Parts can be converted"
Studio.TerrainToolsV2.ConvertPart.HasTooSmall,,"Parts with size dimensions below 4 studs may produce incorrect results","Parts with size dimensions below 4 studs may produce incorrect results"
Studio.TerrainToolsV2.ConvertPart.SelectionHelp,,"Select Parts or Models containing Parts to convert to terrain","Select Parts or Models containing Parts to convert to terrain"
Studio.TerrainToolsV2.ConvertPart.UpdateInstanceVisuals,,"Hiding parts","Hiding parts"
Studio.TerrainToolsV2.EditPlaneAction.StatusTip,,"Edit/apply plane when using plane lock in manual mode","Edit/apply plane when using plane lock in manual mode"
Studio.TerrainToolsV2.EditPlaneAction.Text,,"Edit Plane","Edit Plane"
Studio.TerrainToolsV2.EditSettings.EditSettings,,"Edit Settings","Edit Settings"
Studio.TerrainToolsV2.EditSettings.MergeEmpty,,"Merge Empty","Merge Empty"
Studio.TerrainToolsV2.Example.ErrorAnUnexpectedThing,,"An unexpected thing happened, try again","An unexpected thing happened, try again"
Studio.TerrainToolsV2.Fill.Description,,"Filling with %s.","Filling with %s."
Studio.TerrainToolsV2.Fill.Title,,"Fill","Fill"
Studio.TerrainToolsV2.FillCallout.Description,,"The sea level and replace region tools have moved here. Perform sea level operations by replacing air with water, or water with air.","The sea level and replace region tools have moved here. Perform sea level operations by replacing air with water, or water with air."
Studio.TerrainToolsV2.FillCallout.Title,,"Fill Tool","Fill Tool"
Studio.TerrainToolsV2.Generate.AssigningColormap,,"Assigning Colormap...","Assigning Colormap..."
Studio.TerrainToolsV2.Generate.BaseLevel,,"Base Level","Base Level"
Studio.TerrainToolsV2.Generate.BiomeArctic,,"Arctic","Arctic"
Studio.TerrainToolsV2.Generate.BiomeCanyons,,"Canyons","Canyons"
Studio.TerrainToolsV2.Generate.BiomeDunes,,"Dunes","Dunes"
Studio.TerrainToolsV2.Generate.BiomeHills,,"Hills","Hills"
Studio.TerrainToolsV2.Generate.BiomeLavascape,,"Lavascape","Lavascape"
Studio.TerrainToolsV2.Generate.BiomeMarsh,,"Marsh","Marsh"
Studio.TerrainToolsV2.Generate.BiomeMountains,,"Mountains","Mountains"
Studio.TerrainToolsV2.Generate.BiomePlains,,"Plains","Plains"
Studio.TerrainToolsV2.Generate.BiomeSize,,"Biome Size","Biome Size"
Studio.TerrainToolsV2.Generate.BiomeWater,,"Water","Water"
Studio.TerrainToolsV2.Generate.Biomes,,"Biomes","Biomes"
Studio.TerrainToolsV2.Generate.BiomesSettings,,"Biomes Settings","Biomes Settings"
Studio.TerrainToolsV2.Generate.ButtonGenerate,,"Generate","Generate"
Studio.TerrainToolsV2.Generate.Caves,,"Caves","Caves"
Studio.TerrainToolsV2.Generate.GenerateProgressTitle,,"Generate Terrain","Generate Terrain"
Studio.TerrainToolsV2.Generate.GenerateVoxels,,"Generating voxels...","Generating voxels..."
Studio.TerrainToolsV2.Generate.GenerationFinished,,"Generation finished: {1} seconds","Generation finished: {1} seconds"
Studio.TerrainToolsV2.Generate.MapSize,,"Map Size","Map Size"
Studio.TerrainToolsV2.Generate.OtherSettings,,"Other Settings","Other Settings"
Studio.TerrainToolsV2.Generate.Preprocessing,,"Preprocessing...","Preprocessing..."
Studio.TerrainToolsV2.Generate.ReadingColormap,,"Reading Colormap...","Reading Colormap..."
Studio.TerrainToolsV2.Generate.Sampling,,"Sampling...","Sampling..."
Studio.TerrainToolsV2.Generate.Seed,,"Seed","Seed"
Studio.TerrainToolsV2.Generate.StartGeneration,,"Generating with size ({1}) at position ({2}) using seed {3} and biomes: {4}","Generating with size ({1}) at position ({2}) using seed {3} and biomes: {4}"
Studio.TerrainToolsV2.Generate.Starting,,"Starting...","Starting..."
Studio.TerrainToolsV2.Import.ButtonImport,,"Generate","Generate"
Studio.TerrainToolsV2.Import.Colormap,,"Colormap","Colormap"
Studio.TerrainToolsV2.Import.ColormapPreview,,"Colormap Preview","Colormap Preview"
Studio.TerrainToolsV2.Import.DefaultMaterial,,"Default Material","Default Material"
Studio.TerrainToolsV2.Import.Heightmap,,"Heightmap","Heightmap"
Studio.TerrainToolsV2.Import.HeightmapPreview,,"Heightmap Preview","Heightmap Preview"
Studio.TerrainToolsV2.Import.UseColormap,,"Colormap","Colormap"
Studio.TerrainToolsV2.ImportError.DataModelPreprocessNullptr,,"An internal error has occurred.","An internal error has occurred."
Studio.TerrainToolsV2.ImportError.DataModelWorkerNullptr,,"An internal error has occurred.","An internal error has occurred."
Studio.TerrainToolsV2.ImportError.FailedToFindInContentProvider,,"Image could not be found.","Image could not be found."
Studio.TerrainToolsV2.ImportError.FailedToGenerateHeightmapPreview,,"An internal error has occurred.","An internal error has occurred."
Studio.TerrainToolsV2.ImportError.FailedToGenerateHeightmapPreviewTitle,,"Failed to generate preview image.","Failed to generate preview image."
Studio.TerrainToolsV2.ImportError.FailedToLoadColormap,,"Failed to load colormap","Failed to load colormap"
Studio.TerrainToolsV2.ImportError.FailedToLoadHeightmap,,"Failed to load heightmap","Failed to load heightmap"
