Key,Context,Example,Source,de,en-us,es,es-es,fr,id,it,ja,ko,pt,pt-br,ru,th-th,zh-cn,zh-tw,zh-cjv,pl,vi,tr,ar
CoreScripts.PremiumModal.Error.FailedNativePurchase,,,"Purchase was not complete, please try again.","Kauf wurde nicht abgeschlossen, bitte versuche es erneut.","Purchase was not complete, please try again.",No se ha finalizado la compra. Inténtalo de nuevo.,No se ha finalizado la compra. Inténtalo de nuevo.,"L'achat n'est pas finalisé, réessaie s'il te plaît.",Pembelian gagal. Coba lagi.,"L'acquisto non è stato completato, riprova.",購入は完了していません。もう一度お試しください。,구매를 완료하지 못했습니다. 다시 시도하세요.,A compra não foi concluída. Tente novamente.,A compra não foi concluída. Tente novamente.,"Покупка не удалась, попробуй ещё раз.",ไม่สามารถทำการซื้อนี้ให้เสร็จสมบูรณ์ได้ โปรดลองอีกครั้ง,购买未完成，请重试。,購買未完成，請重新嘗試。,购买未完成，请重试。,Nie ukończono zakupu. Spróbuj ponownie.,"Giao dịch mua chưa hoàn tất, vui lòng thử lại.","Satın alım tamamlanmadı, lütfen tekrar dene.",لم تكتمل عملية الشراء، الرجاء المحاولة مجددًا.
CoreScripts.PremiumModal.Title.Error,,,Error,Fehler,Error,Error,Error,Erreur,Eror,Errore,エラー,오류,Erro,Erro,Ошибка,ข้อผิดพลาด,错误,錯誤,错误,Błąd,Lỗi,Hata,خطأ
CoreScripts.ScreenshotHud.Action.TakePhoto,,,Take Photo,Foto machen,Take Photo,Tomar foto,Tomar foto,Prendre une photo,Ambil Foto,Scatta Foto,写真を撮る,사진 찍기,Tirar foto,Tirar foto,Сделать снимок,ถ่ายรูป,拍照,拍照,拍照,Zrób zdjęcie,Chụp Ảnh,Ekran Görüntüsü Al,التقط صورة
CoreScripts.ScreenshotHud.Action.Cancel,,,Cancel,Abbrechen,Cancel,Cancelar,Cancelar,Annuler,Batalkan,Annulla,キャンセル,취소,Cancelar,Cancelar,Отмена,ยกเลิก,取消,取消,取消,Anuluj,Hủy bỏ,İptal Et,إلغاء
CoreScripts.TextChat.ChatWindow.Welcome,,,Chat '/?' or '/help' for a list of chat commands.,"Gib „/?“ oder „/help“ im Chat ein, um eine Liste der Chatbefehle zu erhalten.",Chat '/?' or '/help' for a list of chat commands.,"Chatear ""/?"" o ""/help"" para obtener la lista de comandos del chat.","Chatear ""/?"" o ""/help"" para obtener la lista de comandos del chat.","Chat, « /? » ou « /help » pour la liste des commandes du chat.",Chat '/?' atau '/help' untuk daftar perintah chat.,"Scrivi ""/?"" o ""/help"" per avere l'elenco dei comandi della chat.",チャットで 「/?」 か 「/help」を入力してチャットコマンドの一覧を表示。,채팅창에 '/?' 또는 '/help'를 입력하면 채팅 명령어 목록을 볼 수 있어요.,Digite '/?' ou '/help' no chat para ver uma lista de comandos.,Digite '/?' ou '/help' no chat para ver uma lista de comandos.,Chat '/?' или '/help': списко команд чата,"พิมพ์ ""/?"" หรือ ""/help"" ในแชทเพื่อดูคำสั่งต่างๆ ที่เกี่ยวกับการแชท",输入 “/?”或 “/help” 可获取聊天指令清单。,輸入「/?」或「/help」取得聊天指令清單。,输入 “/?”或 “/help” 可获取聊天指令清单。,"Wpisz na czacie „/?” lub „/help”, aby wyświetlić listę poleceń obsługi czatu.","""/?"" hoặc ""/help"" trong cuộc trò chuyện để xem danh sách các lệnh trò chuyện.","Sohbet komut listesi için sohbete ""/?"" veya ""/help"" yaz.",دردشة '/?' أو '/help' لقائمة أوامر الدردشة.
CoreScripts.TextChat.Emote.Error.AnimationPlaying,,,You cannot use Emotes during this action.,Du kannst während dieser Aktion keine Emotes verwenden.,You cannot use Emotes during this action.,No puedes usar los emotes durante esta acción.,No puedes usar los emotes durante esta acción.,Tu ne peux pas jouer à Emotes pendant cette action.,Kamu tidak dapat menggunakan Emote saat melakukan tindakan ini.,Non puoi usare Emotes durante questa azione.,この動作中はリアクションを使えません。,이 동작 중에는 감정 표현을 적용할 수 없습니다.,Você não pode usar emotes durante esta ação.,Você não pode usar emotes durante esta ação.,Во время этого действия эмоции недоступны.,คุณไม่สามารถใช้ท่าทางในระหว่างการดำเนินการนี้,无法在此动作进行时使用其他动作。,無法在此動作執行時使用其他動作。,无法在此动作进行时使用其他动作。,Nie można używać emotek w trakcie tego działania.,Bạn không sử dụng được Biểu Cảm trong hành động này.,Bu eylem sırasında İfade kullanamazsın.,لا يمكنك استخدام Emotes بنفس وقت هذا الإجراء.
CoreScripts.TextChat.Emote.Error.NoMatchingEmote,,,You can't use that Emote.,Du kannst dieses Emote nicht benutzen.,You can't use that Emote.,No puedes usar ese emote.,No puedes usar ese emote.,Tu ne peux pas utiliser cette Emote.,Kamu tidak dapat menggunakan Emote itu.,Non puoi usare quell'Emote.,そのリアクションは使えません。,이 감정 표현은 사용할 수 없습니다.,Você não pode usar esse emote.,Você não pode usar esse emote.,Невозможно использовать эту эмоцию.,คุณไม่สามารถใช้ท่าทางนี้ได้,无法使用该动作。,無法使用該動作。,无法使用该动作。,Nie możesz użyć tej emotki.,Bạn không sử dụng được Biểu Cảm đó.,Bu İfadeyi kullanamazsın.,لا يمكنك استخدام Emote.
CoreScripts.TextChat.Emote.Error.R15Only,,,Only R15 avatars can use Emotes.,Nur R15 Avatars können Emotes verwenden.,Only R15 avatars can use Emotes.,Solo los avatares R15 pueden usar emotes.,Solo los avatares R15 pueden usar emotes.,Seuls les avatars R15 peuvent utiliser les Emotes.,Hanya avatar R15 yang dapat menggunakan Emote.,Solo gli avatar R15 possono usare le emoticon.,R15指定のアバターしかリアクションを使えません。,R15 아바타만 감정 표현을 사용할 수 있습니다.,Apenas avatares R15 podem usar emotes.,Apenas avatares R15 podem usar emotes.,Только аватары R15 могут использовать эмоции.,เฉพาะอวาตาร์ R15 เท่านั้นที่สามารถใช้ท่าทางได้,只有 R15 虚拟形象可以使用动作。,只有 R15 虛擬人偶可以使用動作。,只有 R15 虚拟形象可以使用动作。,Tylko awatary R15 mogą używać emotek.,Chỉ avatar R15 mới sử dụng được Biểu Cảm.,Yalnızca R15 avatarları İfade kullanabilir.,فقط الأفاتار R15 يمكنها استخدام Emotes.
CoreScripts.TextChat.Emote.Error.TemporarilyUnavailable,,,You can't use Emotes right now.,Du kannst Emotes derzeit nicht verwenden.,You can't use Emotes right now.,No puedes usar emotes en este momento.,No puedes usar emotes en este momento.,Tu ne peux pas utiliser d'Emote maintenant.,Kamu tidak dapat menggunakan Emote saat ini.,Non puoi usare Emotes in questo momento.,今はリアクションを使えません。,지금은 감정 표현을 사용할 수 없습니다.,Você não pode usar emotes no momento.,Você não pode usar emotes no momento.,Невозможно использовать эмоции сейчас.,คุณไม่สามารถใช้ท่าทางได้ในตอนนี้,当前无法使用动作。,現在無法使用動作。,当前无法使用动作。,W tej chwili nie możesz używać emotek.,Bạn hiện không sử dụng được Biểu Cảm.,Şu anda İfade kullanamazsın.,لا يمكنك استخدام Emote حاليًا.
CoreScripts.TextChat.Emote.Error.DoesNotExist,,,Emote does not exist.,Emote existiert nicht.,Emote does not exist.,El emote no existe.,El emote no existe.,L'Emote n'existe pas.,Emote tidak ada.,L'Emote non esiste.,リアクションが存在しません。,감정 표현이 존재하지 않습니다.,O emote não existe.,O emote não existe.,Эмоция не существует.,ไม่มีท่าทางนี้อยู่,表情动作不存在。,動作不存在。,表情动作不存在。,Emotka nie istnieje.,Biểu cảm không tồn tại.,İfade mevcut değil.,Emote غير موجود.
CoreScripts.TextChat.Emote.Error.NotEquipped,,,You don't have that Emote equipped.,Du hast dieses Emote nicht ausgerüstet.,You don't have that Emote equipped.,No tienes ese emote equipado.,No tienes ese emote equipado.,Tu n'as pas équipé cet emote.,Kamu tidak memakai Emote itu.,Non hai quella Emote equipaggiata.,リアクションを装備していません。,감정 표현을 장착하고 있지 않습니다.,Você não tem esse emote equipado.,Você não tem esse emote equipado.,Эта эмоция не установлена.,คุณไม่ได้เลือกใช้ท่าทางนั้นไว้,你没有装备该表情动作。,您沒有裝備該動作。,你没有装备该表情动作。,Nie założono tej emotki.,Bạn không có Biểu Cảm đó.,Bu İfadeyi donanmadın.,لست مجهزًا بتلك Emote.
CoreScripts.TextChat.Emote.Error.NotEnabled,,,You can't use that Emote here.,Du kannst dieses Emote hier nicht benutzen.,You can't use that Emote here.,No puedes usar ese emote aquí.,No puedes usar ese emote aquí.,Tu ne peux pas utiliser cet emote ici.,Kamu tidak dapat menggunakan Emote itu di sini.,Non puoi usare quell'Emote qui.,そのリアクションはここでは使えません。,감정 표현을 여기에서 사용할 수 없습니다.,Você não pode usar esse emote.,Você não pode usar esse emote.,Невозможно использовать эту эмоцию здесь.,คุณไม่สามารถใช้ท่าทางนั้นที่นี่ได้,你不能在此使用该表情动作。,無法在此使用該動作。,你不能在此使用该表情动作。,Nie możesz użyć tej emotki tutaj.,Bạn không sử dụng được Biểu Cảm đó ở đây.,Bu İfadeyi burada kullanamazsın.,لا يمكنك استخدام Emote هنا.
CoreScripts.TextChat.Help.FirstLine,,,These are the basic chat commands:,Dies sind die Grundchatbefehle:,These are the basic chat commands:,Estos son los comandos básicos del chat:,Estos son los comandos básicos del chat:,Voici les commandes de base de chat :,Ini adalah perintah chat dasar:,Questi sono i comandi base della chat:,こちらは基本的なチャットコマンドです。,다음은 기본적인 채팅 명령어입니다:,Estes são os comandos básicos do chat:,Estes são os comandos básicos do chat:,Это основные команды чата:,คำสั่งแชทเบื้องต้นมีดังต่อไปนี้:,这些是基本聊天指令：,以下是基本聊天室指令：,这些是基本聊天指令：,Oto podstawowe polecenia związane z czatem:,Đây là các lệnh cơ bản trong cuộc trò chuyện:,Bunlar temel sohbet komutlarıdır:,هذه هي الأوامر الأساسية للدردشة:
CoreScripts.TextChat.InputBar.Hint.MouseKeyboard,,,To chat click here or press {KEY} key,Klicke zum Chatten hier oder drücke die {KEY}-Taste,To chat click here or press {KEY} key,"Para chatear, haz clic aquí o presiona la tecla {KEY}.","Para chatear, haz clic aquí o presiona la tecla {KEY}.","Pour chatter, cliquez ici ou appuyer sur la touche {KEY}","Untuk chat, klik di sini atau tekan tombol {KEY}",Per chattare clicca qui o premi {KEY} chiave,ここをクリックするか {KEY} を押してチャット,여기를 클릭하거나 {KEY} 키를 누른 후 채팅을 시작하세요,Para escrever clique aqui ou aperte a tecla {KEY},Para escrever clique aqui ou aperte a tecla {KEY},"Чтобы отправить сообщение в чате, нажми здесь или на клавишу {KEY}",คลิกที่นี่หรือกดที่ {KEY} เพื่อเริ่มแชท,若要聊天，请点按此处或按下“{KEY}”键,若要聊天，請按下此處或「{KEY}」鍵,若要聊天，请点按此处或按下“{KEY}”键,"Aby rozmawiać na czacie, kliknij tutaj lub naciśnij {KEY}",Nhấp vào đây hoặc nhấn phím {KEY} để trò chuyện,Sohbet etmek için buraya tıkla veya {KEY} tuşuna bas,للمحادثة، انقر هنا أو اضغط على مفتاح {KEY}
CoreScripts.TextChat.InputBar.Hint.PrivacySettingsDisabled,,,Your chat settings prevent you from sending and receiving messages.,Aufgrund deiner Chateinstellungen kannst du keine Nachrichten senden und empfangen.,Your chat settings prevent you from sending and receiving messages.,Tu configuración de chat te impide enviar y recibir mensajes.,Tu configuración de chat te impide enviar y recibir mensajes.,Tes paramètres de chat t'empêchent d'envoyer et de recevoir des messages.,Pengaturan chat-mu mencegahmu mengirim dan menerima pesan.,Le impostazioni della chat ti impediscono di inviare e ricevere messaggi.,メッセージの送受信ができないチャット設定になっています。,채팅 설정으로 인해 메시지를 보내고 받을 수 없습니다.,Suas configurações de bate-papo impedem que você envie e receba mensagens.,Suas configurações de bate-papo impedem que você envie e receba mensagens.,В настройках чата заблокирована возможность отправлять и получать сообщения.,การตั้งค่าแชทของคุณทำให้คุณไม่สามารถรับและส่งข้อความได้,你的聊天设置禁止你发送消息。,您的聊天設定導致您無法傳送和接收訊息。,你的聊天设置禁止你发送消息。,Ustawienia czatu uniemożliwiają wysyłanie i otrzymywanie wiadomości.,Cài đặt cuộc trò chuyện của bạn đang ngăn bạn gửi và nhận tin nhắn.,"Sohbet ayarların, mesajı göndermeni ve almanı engelliyor.",إعدادات الدردشة لديك تمنعك من إرسال الرسائل وتلقّيها.
CoreScripts.TextChat.InputBar.Hint.Touch,,,Tap here to chat,Tippe hier zum Chatten,Tap here to chat,Toca aquí para chatear,Toca aquí para chatear,Appuyer ici pour discuter,Ketuk di sini untuk chat,Tocca qui per chattare,ここをタップしてチャットする,여기를 클릭한 후 내용을 입력하세요,Toque aqui para escrever,Toque aqui para escrever,"Нажми, чтобы написать",แตะที่นี่เพื่อแชท,轻点此处以聊天,輕觸聊天,轻点此处以聊天,"Dotknij tutaj, aby uczestniczyć w czacie",Nhấn vào đây để trò chuyện,Sohbet etmek için buraya dokun,انقر هنا للدردشة
CoreScripts.TextChat.MessageStatus.Warning.Floodchecked,,,You must wait before sending another message.,"Du musst warten, bevor du eine weitere Nachricht senden kannst.",You must wait before sending another message.,Debes esperar antes de enviar otro mensaje.,Debes esperar antes de enviar otro mensaje.,Tu dois attendre avant d'envoyer un autre message.,Kamu harus menunggu sebelum mengirim pesan lain.,Devi aspettare prima di inviare un altro messaggio.,少し待ってから次のメッセージを送ってください。,잠시 기다린 후 또 다른 메시지를 보낼 수 있습니다.,Você precisa esperar antes de enviar outra mensagem.,Você precisa esperar antes de enviar outra mensagem.,"Необходимо подождать, прежде чем отправлять новое сообщение.",คุณจำเป็นต้องรอก่อนที่จะส่งข้อความอื่นต่อ,发送另一条消息前你必须等待。,請稍後再傳送訊息。,发送另一条消息前你必须等待。,Musisz poczekać przed wysłaniem kolejnej wiadomości.,Bạn phải đợi trước khi gửi tin nhắn khác.,Başka bir mesaj göndermeden önce beklemelisin.,يتعيّن عليك الانتظار قبل إرسال رسالة أخرى.
