Key,Context,Example,Source,en-us,ko,ru,zh-cn
Studio.ReflectionMetadata.ReflectionMetadata.RopeConstraintCurrentDistance,,,"Current distance between the two attachments. Value in [0, inf).","Current distance between the two attachments. Value in [0, inf).","두 연결부 사이의 현재 거리. 값의 범위는 [0, inf)입니다.","Текущее расстояние между двумя элементами оснастки. Значение в интервале [0, inf).","两个附件的当前距离。取值为 [0, inf)。"
Studio.ReflectionMetadata.ReflectionMetadata.RopeConstraintThickness,,,"The thickness of the in-game visual (diameter). Value in [0, inf).","The thickness of the in-game visual (diameter). Value in [0, inf).","게임 내 비주얼(직경)의 두께. 값의 범위는 [0, inf)입니다.","Толщина визуального изображения в игре (диаметр). Значение в интервале [0, inf).","游戏内视觉效果的厚度 (直径)。取值为 [0, inf)。"
Studio.ReflectionMetadata.ReflectionMetadata.RodConstraintLength,,,"The length of the rod or the distance to be maintained between the two attachments. Value in [0, inf).","The length of the rod or the distance to be maintained between the two attachments. Value in [0, inf).","막대의 길이 또는 두 연결부 사이에서 유지될 거리. 값의 범위는 [0, inf)입니다.","Длина стержня, или расстояние, которое должно сохраняться между двумя элементами оснастки. Значение в интервале [0, inf).","杆的长度或两个附件之间需要维持的距离。取值为 [0, inf)。"
Studio.ReflectionMetadata.ReflectionMetadata.RodConstraintCurrentDistance,,,"Current distance between the two attachments. Value in [0, inf).","Current distance between the two attachments. Value in [0, inf).","두 연결부 사이의 현재 거리. 값의 범위는 [0, inf)입니다.","Текущее расстояние между двумя элементами оснастки. Значение в интервале [0, inf).","两个附件的当前距离。取值为 [0, inf)。"
Studio.ReflectionMetadata.ReflectionMetadata.RodConstraintThickness,,,"The thickness of the in-game visual (diameter). Value in [0, inf).","The thickness of the in-game visual (diameter). Value in [0, inf).","게임 내 비주얼(직경)의 두께. 값의 범위는 [0, inf)입니다.","Толщина визуального изображения в игре (диаметр). Значение в интервале [0, inf).","游戏内视觉效果的厚度 (直径)。取值为 [0, inf)。"
Studio.ReflectionMetadata.ReflectionMetadata.SpringConstraintLimitsEnabled,,,Enables limits on the length of the spring.,Enables limits on the length of the spring.,용수철 길이 제한을 활성화합니다.,Позволяет ограничить длину пружины.,启用弹簧的长度限制。
Studio.ReflectionMetadata.ReflectionMetadata.SpringConstraintStiffness,,,"The stiffness parameter of the spring. Force is scaled based on distance from the free length. The units of this property are force / distance. Value in [0, inf).","The stiffness parameter of the spring. Force is scaled based on distance from the free length. The units of this property are force / distance. Value in [0, inf).","용수철의 강성 매개변수. 자유 길이로부터의 거리에 따라 힘이 조정됩니다. 이 속성의 단위는 힘 / 거리입니다. 값의 범위는 [0, inf)입니다.","Параметр жесткости пружины. Сила масштабируется в зависимости от расстояния до свободной длины. Единицами измерения являются сила/расстояние. Значение в интервале [0, inf).","弹簧的刚度参数。力度与自由长度的距离成正比。此属性的单位为力/距离。取值为 [0, inf)。"
Studio.ReflectionMetadata.ReflectionMetadata.SpringConstraintDamping,,,"The damping parameter of the spring. The force is scaled with respect to relative velocity. The units of this property are force / velocity. Value in [0, inf).","The damping parameter of the spring. The force is scaled with respect to relative velocity. The units of this property are force / velocity. Value in [0, inf).","용수철의 댐핑 매개변수. 힘은 상대 속도에 따라 조정됩니다. 이 속성의 단위는 힘 / 속도입니다. 값의 범위는 [0, inf)입니다.","Коэффициент амортизации пружины, масштабирующий силу в зависимости от относительной скорости. Единицами измерения являются сила/скорость. Значение в интервале [0, inf).","弹簧的阻尼参数。力度与相对速度关系成正比。此属性的单位为力/速度。取值为 [0, inf)。"
Studio.ReflectionMetadata.ReflectionMetadata.SpringConstraintFreeLength,,,"The distance (in studs) between the two attachments at which the spring exerts no stiffness force. Value in [0, inf).","The distance (in studs) between the two attachments at which the spring exerts no stiffness force. Value in [0, inf).","용수철이 강성 힘을 가하지 않는 두 연결부 사이의 거리(스터드 단위). 값의 범위는 [0, inf)입니다.","Расстояние (в стойках) между двумя элементами оснастки, на которые пружина не оказывает никакого усилия. Значение в интервале [0, inf).","弹簧失去刚性力度时两个附件之间的距离 (以格为单位)。取值为 [0, inf)。"
Studio.ReflectionMetadata.ReflectionMetadata.SpringConstraintMaxForce,,,"The maximum force that the spring can apply. Useful to prevent instabilities. The units are mass * studs / seconds^2. Value in [0, inf).","The maximum force that the spring can apply. Useful to prevent instabilities. The units are mass * studs / seconds^2. Value in [0, inf).","용수철이 적용할 수 있는 최대 힘. 불안정성을 방지하는 데 유용합니다. 단위는 질량 * 스터드/초제곱입니다. 값의 범위는 [0, inf)입니다.","Максимальное усилие, прилагаемое пружиной. Используется для предотвращения нестабильности. Единицами измерения являются масса*стойки/секунды^2. Значение в интервале [0, inf).","弹簧可以施加的最大力度。可用于保持稳定。单位为质量 * 格/秒 ^2。取值为 [0, inf)。"
