Key,Context,Example,Source,en-us
Studio.ReflectionMetadata.ReflectionMetadata.CollectionServiceGetInstanceAddedSignal,,,Returns a signal that fires when the given tag either has a new instance with that tag added to the data model or that tag is assigned to an instance within the data model.,Returns a signal that fires when the given tag either has a new instance with that tag added to the data model or that tag is assigned to an instance within the data model.
Studio.ReflectionMetadata.ReflectionMetadata.CollectionServiceGetInstanceRemovedSignal,,,Returns a signal that fires when the given tag either has an instance with that tag removed from the data model or that tag is removed from an instance within the data model.,Returns a signal that fires when the given tag either has an instance with that tag removed from the data model or that tag is removed from an instance within the data model.
Studio.ReflectionMetadata.ReflectionMetadata.CollectionServiceGetTagged,,,Returns an array of all of the instances in the data model which have the given tag.,Returns an array of all of the instances in the data model which have the given tag.
Studio.ReflectionMetadata.ReflectionMetadata.CollectionServiceGetTags,,,Returns a list of all the collections that an instance belongs to.,Returns a list of all the collections that an instance belongs to.
Studio.ReflectionMetadata.ReflectionMetadata.CollectionServiceHasTag,,,Returns whether the given instance has the given tag.,Returns whether the given instance has the given tag.
Studio.ReflectionMetadata.ReflectionMetadata.CollectionServiceItemAdded,,,Deprecated. Use GetInstanceAddedSignal instead.,Deprecated. Use GetInstanceAddedSignal instead.
Studio.ReflectionMetadata.ReflectionMetadata.CollectionServiceItemRemoved,,,Deprecated. Use GetInstancedRemovedSignal instead.,Deprecated. Use GetInstancedRemovedSignal instead.
Studio.ReflectionMetadata.ReflectionMetadata.CollectionServiceRemoveTag,,,Removes a tag to an instance.,Removes a tag to an instance.
Studio.ReflectionMetadata.ReflectionMetadata.Color3Value,,,Stores a Color3 value in it's Value member. Useful to share Color3 information across multiple scripts.,Stores a Color3 value in it's Value member. Useful to share Color3 information across multiple scripts.
Studio.ReflectionMetadata.ReflectionMetadata.CompressorSoundEffect,,,A Compressor audio effect that can be applied to a Sound or SoundGroup.,A Compressor audio effect that can be applied to a Sound or SoundGroup.
Studio.ReflectionMetadata.ReflectionMetadata.ConeHandleAdornment,,,A ConeHandleAdornment is a cone that can be adorned to a BasePart.,A ConeHandleAdornment is a cone that can be adorned to a BasePart.
Studio.ReflectionMetadata.ReflectionMetadata.Configuration,,,An object that can be placed under parts to hold Value objects that represent that part's configuration,An object that can be placed under parts to hold Value objects that represent that part's configuration
Studio.ReflectionMetadata.ReflectionMetadata.ConstraintActive,,,"Read-only boolean, true if the Constraint is active in world.","Read-only boolean, true if the Constraint is active in world."
Studio.ReflectionMetadata.ReflectionMetadata.ConstraintColor,,,The color of the in-game visual.,The color of the in-game visual.
Studio.ReflectionMetadata.ReflectionMetadata.ConstraintEnabled,,,Toggles whether or not this constraint is enabled. Disabled constraints will not render in game.,Toggles whether or not this constraint is enabled. Disabled constraints will not render in game.
Studio.ReflectionMetadata.ReflectionMetadata.ConstraintVisible,,,Toggles the in-game visual associated with this constraint.,Toggles the in-game visual associated with this constraint.
Studio.ReflectionMetadata.ReflectionMetadata.ContextActionResultPass,,,"If 'functionToBind' from ContextActionService:BindAction() returns Enum.ContextActionResult.Pass, the input event is considered to have not been handled by 'functionToBind' and will continue being passed to actions bound to the same input type.","If 'functionToBind' from ContextActionService:BindAction() returns Enum.ContextActionResult.Pass, the input event is considered to have not been handled by 'functionToBind' and will continue being passed to actions bound to the same input type."
Studio.ReflectionMetadata.ReflectionMetadata.ContextActionResultSink,,,"If 'functionToBind' from ContextActionService:BindAction() returns Enum.ContextActionResult.Sink, the input event will stop at that function and no other bound actions under it will be invoked. This is the default behavior if 'functionToBind' does not return anything or yields in any way.","If 'functionToBind' from ContextActionService:BindAction() returns Enum.ContextActionResult.Sink, the input event will stop at that function and no other bound actions under it will be invoked. This is the default behavior if 'functionToBind' does not return anything or yields in any way."
Studio.ReflectionMetadata.ReflectionMetadata.ContextActionService,,,A service used to bind input to various lua functions.,A service used to bind input to various lua functions.
Studio.ReflectionMetadata.ReflectionMetadata.ContextActionServiceBindAction,,,"Binds 'functionToBind' to fire when any 'inputTypes' happen. InputTypes can be variable in number and type. Types can be Enum.KeyCode, single character strings corresponding to keys, or Enum.UserInputType. 'actionName' is a key used by many other ContextActionService functions to query state. 'createTouchButton' if true will create a button on screen on touch devices.  This button will fire 'functionToBind' with three arguments: first argument is the actionName, second argument is the UserInputState of the input, and the third is the InputObject that fired this function. If 'functionToBind' yields or returns nil or Enum.ContextActionResult.Sink, the input will be sunk. If it returns Enum.ContextActionResult.Pass, the next bound action in the stack will be invoked.","Binds 'functionToBind' to fire when any 'inputTypes' happen. InputTypes can be variable in number and type. Types can be Enum.KeyCode, single character strings corresponding to keys, or Enum.UserInputType. 'actionName' is a key used by many other ContextActionService functions to query state. 'createTouchButton' if true will create a button on screen on touch devices.  This button will fire 'functionToBind' with three arguments: first argument is the actionName, second argument is the UserInputState of the input, and the third is the InputObject that fired this function. If 'functionToBind' yields or returns nil or Enum.ContextActionResult.Sink, the input will be sunk. If it returns Enum.ContextActionResult.Pass, the next bound action in the stack will be invoked."
Studio.ReflectionMetadata.ReflectionMetadata.ContextActionServiceGetAllBoundActionInfo,,,Returns a table with all bound action info. Each entry is a key with 'actionName' and value being the same table you would get from ContextActionService:GetBoundActionInfo('actionName').,Returns a table with all bound action info. Each entry is a key with 'actionName' and value being the same table you would get from ContextActionService:GetBoundActionInfo('actionName').
Studio.ReflectionMetadata.ReflectionMetadata.ContextActionServiceGetBoundActionInfo,,,Returns a table with info regarding the function bound with 'actionName'. Table has the keys 'title' (current title that was set with SetTitle) 'image' (image set with SetImage) 'description' (description set with SetDescription) 'inputTypes' (tuple containing all input bound for this 'actionName') 'createTouchButton' (whether or not we created a touch button for this 'actionName').,Returns a table with info regarding the function bound with 'actionName'. Table has the keys 'title' (current title that was set with SetTitle) 'image' (image set with SetImage) 'description' (description set with SetDescription) 'inputTypes' (tuple containing all input bound for this 'actionName') 'createTouchButton' (whether or not we created a touch button for this 'actionName').
Studio.ReflectionMetadata.ReflectionMetadata.ContextActionServiceGetButton,,,"If 'actionName' key contains a bound action, then this will return the touch button (if was created). Returns nil if a touch button was not created. No guarantees are made whether button will be retrievable when button is manipulated.","If 'actionName' key contains a bound action, then this will return the touch button (if was created). Returns nil if a touch button was not created. No guarantees are made whether button will be retrievable when button is manipulated."
Studio.ReflectionMetadata.ReflectionMetadata.ContextActionServiceSetDescription,,,"If 'actionName' key contains a bound action, then 'description' is set as the description of the bound action. This description will appear for users in a listing of current actions availables.","If 'actionName' key contains a bound action, then 'description' is set as the description of the bound action. This description will appear for users in a listing of current actions availables."
Studio.ReflectionMetadata.ReflectionMetadata.ContextActionServiceSetImage,,,"If 'actionName' key contains a bound action, then 'image' is set as the image of the touch button. Does nothing if a touch button was not created. No guarantees are made whether image will be set when button is manipulated.","If 'actionName' key contains a bound action, then 'image' is set as the image of the touch button. Does nothing if a touch button was not created. No guarantees are made whether image will be set when button is manipulated."
