Studio.App.CurrentlyEditingWindow.CurrentlyEditing,,Currently Editing,Currently Editing
Studio.App.DataModelPackageManager.DonTNotifyMeAgain,,Don't notify me again,Don't notify me again
Studio.App.DataModelPackageManager.InsufficientPermissions,,Unable to retrieve Packages status because of insufficient permissions. You may be unable to publish this place,Unable to retrieve Packages status because of insufficient permissions. You may be unable to publish this place
Studio.App.DataModelPackageManager.PackageFailedToAutoUpdate1,,%1 failed to auto-update.,%1 failed to auto-update.
Studio.App.DataModelPackageManager.PrimaryPartRemoved,,PrimaryPart removed. You won't be able to publish this Package until you set the PrimaryPart again.,PrimaryPart removed. You won't be able to publish this Package until you set the PrimaryPart again.
Studio.App.DataModelPackageManager.UnexpectedPlacementNewVersions,,Changing the PrimaryPart may result in unexpected placement when you get new versions. Make sure the new PrimaryPart is where you want your Package to update from.,Changing the PrimaryPart may result in unexpected placement when you get new versions. Make sure the new PrimaryPart is where you want your Package to update from.
Studio.App.Debugger.PausedForDebugging,,Rendering is paused for debugging...,Rendering is paused for debugging...
Studio.App.DebuggerClientManager.Disable,,Disable,Disable
Studio.App.DebuggerClientManager.KeepBreakingOnError,,Keep breaking on error,Keep breaking on error
Studio.App.DebuggerClientManager.RobloxLuaDebuggerCaughtError,,"The Roblox Lua Debugger caught an error and will now take you to the exception in the script.

 You can modify this behavior, when a script is open, by going to the Script Menu tab and changing the 'Break On Error' settings. 
","The Roblox Lua Debugger caught an error and will now take you to the exception in the script.

 You can modify this behavior, when a script is open, by going to the Script Menu tab and changing the 'Break On Error' settings. 
"
Studio.App.DebuggerViewsManager.Breakpoints,,Breakpoints,Breakpoints
Studio.App.DebuggerViewsManager.Watch,,Watch,Watch
Studio.App.DeclarationView.BackEnd,,<b>Back-end: </b>This item can only be used from game servers and solo games.,<b>Back-end: </b>This item can only be used from game servers and solo games.
Studio.App.DeclarationView.Deprecated,,<b>Deprecated: </b>This item is deprecated. Do not use it for new work.,<b>Deprecated: </b>This item is deprecated. Do not use it for new work.
Studio.App.DeclarationView.MemberOf1,,"Member of <label style=""font-weight: bold"">%1</label>","Member of <label style=""font-weight: bold"">%1</label>"
Studio.App.DeclarationView.Summary,,Summary:,Summary:
Studio.App.DirtyPublishWarningDialog.FailedToGetOpenDrafts1,,Failed to load draft list: %1,Failed to load draft list: %1
Studio.App.DirtyPublishWarningDialog.LearnMoreLink,,Learn More,Learn More
Studio.App.DirtyPublishWarningDialog.PublishButton,,Publish,Publish
Studio.App.DirtyPublishWarningDialog.ScriptNameColumn,,Script Name,Script Name
Studio.App.DirtyPublishWarningDialog.ScriptStatusColumn,,Status,Status
Studio.App.DirtyPublishWarningDialog.Title,,Uncommitted Scripts,Uncommitted Scripts
Studio.App.DirtyPublishWarningDialog.UncommittedStatus,,Uncommitted,Uncommitted
Studio.App.DirtyPublishWarningDialog.WarningText,,The following scripts are uncommitted and will not be published with the place. The Drafts widget can be used to commit them. Do you want publish without these script changes?,The following scripts are uncommitted and will not be published with the place. The Drafts widget can be used to commit them. Do you want publish without these script changes?
Studio.App.DraftsServiceHost.CommitRejected,,"Some of the scripts cannot be committed.
Please check their status first.","Some of the scripts cannot be committed.
Please check their status first."
Studio.App.DraftsServiceHost.CommitRejectedInProgress,,"Server rejected commit.
Someone else is committing changes.","Server rejected commit.
Someone else is committing changes."
Studio.App.DraftsServiceHost.CommitRejectedInternalError,,"Server rejected commit due to internal error.
Please try again later","Server rejected commit due to internal error.
Please try again later"
Studio.App.DraftsServiceHost.CommitRejectedTitle,,Script Commit Failure,Script Commit Failure
Studio.App.DraftsServiceHost.ConfirmScriptDeleteButton,,Delete,Delete
Studio.App.DraftsServiceHost.ConfirmScriptDeleteMine1,,"Are you sure you want to delete %1 from the place?

You have uncommitted edits on this script","Are you sure you want to delete %1 from the place?

You have uncommitted edits on this script"
Studio.App.DraftsServiceHost.ConfirmScriptDeleteMultiple1,,"Are you sure you want to delete these %1 scripts from the place?

You and/or other people have uncommitted edits on %1 of these scripts","Are you sure you want to delete these %1 scripts from the place?

You and/or other people have uncommitted edits on %1 of these scripts"
Studio.App.DraftsServiceHost.ConfirmScriptDeleteOthers1,,"Are you sure you want to delete %1 from the place?

Other people have uncommitted edits on this script","Are you sure you want to delete %1 from the place?

Other people have uncommitted edits on this script"
Studio.App.DraftsServiceHost.IsTeamTest,,Local changes to drafts are not available in Team Test,Local changes to drafts are not available in Team Test
Studio.App.DraftsServiceHost.NoDataModel,,The DataModel is not available,The DataModel is not available
Studio.App.DraftsServiceHost.NoDraftsService,,DraftsService is not available,DraftsService is not available
Studio.App.DraftsServiceHost.NotTeamCreate,,Enable Team Create to use Drafts,Enable Team Create to use Drafts
Studio.App.DraftsServiceHost.ServerCompareRemoved1,,Unable to compare draft '%1' with server version because script has been removed from Workspace,Unable to compare draft '%1' with server version because script has been removed from Workspace
Studio.App.DraftsServiceHost.UncommittedDraftsWarning1,,Script changes are local and are not published until committed. <a href=%1>Learn More</a>,Script changes are local and are not published until committed. <a href=%1>Learn More</a>
Studio.App.DraftsServiceHost.UpdateCacheMissing1,,Unable to update draft '%1' because local cache missing data,Unable to update draft '%1' because local cache missing data
Studio.App.DraftsServiceHost.UpdateRemoved1,,Unable to update draft '%1' because script has been removed from Workspace,Unable to update draft '%1' because script has been removed from Workspace
Studio.App.EmbeddedFindReplaceWidget.Close,,Close,Close
Studio.App.EmbeddedFindReplaceWidget.KofNMatch,,%1 of %2 matches,%1 of %2 matches
Studio.App.EmbeddedFindReplaceWidget.KofOneMatch1,,%1 of 1 match,%1 of 1 match
Studio.App.EmbeddedFindReplaceWidget.MatchCase,,Match Case,Match Case
Studio.App.EmbeddedFindReplaceWidget.MatchWholeWord,,Match Whole Word,Match Whole Word
Studio.App.EmbeddedFindReplaceWidget.NMatches1,,%1 matches,%1 matches
Studio.App.EmbeddedFindReplaceWidget.OneMatch,,1 match,1 match
Studio.App.EmbeddedFindReplaceWidget.RegularExpression,,Regular Expression,Regular Expression
Studio.App.EmbeddedFindReplaceWidget.ReplaceAll,,Replace All,Replace All
Studio.App.EmbeddedFindReplaceWidget.ReplaceNext,,Replace Next,Replace Next
Studio.App.EmulatorMainWidget.ActualResolution,,Actual Resolution,Actual Resolution
Studio.App.EmulatorMainWidget.Android,,Android,Android
Studio.App.EmulatorMainWidget.AndroidTV,,AndroidTV,AndroidTV
Studio.App.EmulatorMainWidget.BeOS,,BeOS,BeOS
Studio.App.EmulatorMainWidget.CalibratePhysicalScaling,,Calibrate Physical Scaling,Calibrate Physical Scaling
Studio.App.EmulatorMainWidget.Chromecast,,Chromecast,Chromecast
Studio.App.EmulatorMainWidget.ConsoleSectionName,,Console,Console
Studio.App.EmulatorMainWidget.CustomDeviceSectionName,,Custom Device,Custom Device
Studio.App.EmulatorMainWidget.DOS,,DOS,DOS
Studio.App.EmulatorMainWidget.DesktopSectionName,,Desktop,Desktop
Studio.App.EmulatorMainWidget.FitToWindow,,Fit to Window,Fit to Window
Studio.App.EmulatorMainWidget.Landscape,,Landscape,Landscape
Studio.App.EmulatorMainWidget.LandscapeLeft,,LandscapeLeft,LandscapeLeft
Studio.App.EmulatorMainWidget.LandscapeLeftSpace,,Landscape Left,Landscape Left
Studio.App.EmulatorMainWidget.LandscapeRight,,LandscapeRight,LandscapeRight
Studio.App.EmulatorMainWidget.LandscapeRightSpace,,Landscape Right,Landscape Right
Studio.App.EmulatorMainWidget.LandscapeSensor,,LandscapeSensor,LandscapeSensor
Studio.App.EmulatorMainWidget.Linux,,Linux,Linux
Studio.App.EmulatorMainWidget.ManageDevices,,Manage Devices,Manage Devices
Studio.App.EmulatorMainWidget.MockAndroidBackButton,,Simulate a click on the Android Back button,Simulate a click on the Android Back button
Studio.App.EmulatorMainWidget.ModeNotEnabledMessage1,,"%1 mode is not enabled for your game. To enable it, %2 set the ","%1 mode is not enabled for your game. To enable it, %2 set the "
Studio.App.EmulatorMainWidget.ModeNotEnabledMessage2,,setting of StarterGui to,setting of StarterGui to
Studio.App.EmulatorMainWidget.ModeNotEnabledMessageOr,,or,or
Studio.App.EmulatorMainWidget.ModeNotEnabledTitle,,%1 Not Enabled,%1 Not Enabled
Studio.App.EmulatorMainWidget.NX,,NX,NX
Studio.App.EmulatorMainWidget.None,,None,None
Studio.App.EmulatorMainWidget.OSX,,OSX,OSX
Studio.App.EmulatorMainWidget.Ouya,,Ouya,Ouya
Studio.App.EmulatorMainWidget.PS3,,PS3,PS3
Studio.App.EmulatorMainWidget.PS4,,PS4,PS4
Studio.App.EmulatorMainWidget.PhoneSectionName,,Phone,Phone
Studio.App.EmulatorMainWidget.PhysicalSize,,Physical Size,Physical Size
Studio.App.EmulatorMainWidget.Portrait,,Portrait,Portrait
Studio.App.EmulatorMainWidget.RotateMobileDeviceOrientation,,Rotate mobile device orientation,Rotate mobile device orientation
Studio.App.EmulatorMainWidget.RotatePhonesTablets,,You can only rotate phones and tablets,You can only rotate phones and tablets
Studio.App.EmulatorMainWidget.ScreenOrientation,,ScreenOrientation,ScreenOrientation
Studio.App.EmulatorMainWidget.Sensor,,Sensor,Sensor
Studio.App.EmulatorMainWidget.SteamOS,,SteamOS,SteamOS
Studio.App.EmulatorMainWidget.TabletSectionName,,Tablet,Tablet
Studio.App.EmulatorMainWidget.UWP,,UWP,UWP
Studio.App.EmulatorMainWidget.WebOS,,WebOS,WebOS
Studio.App.EmulatorMainWidget.WiiU,,WiiU,WiiU
Studio.App.EmulatorMainWidget.Windows,,Windows,Windows
Studio.App.EmulatorMainWidget.XBox360,,XBox360,XBox360
Studio.App.EmulatorMainWidget.XBoxOne,,XBoxOne,XBoxOne
Studio.App.EmulatorMainWidget.iOS,,iOS,iOS
Studio.App.EntityProperties.NetworkFailedOperation,,"Operation failed. Please check your network connection and try again. If the error persists, contact Customer Support","Operation failed. Please check your network connection and try again. If the error persists, contact Customer Support"
Studio.App.FBXMeshImporter.ContainsRiggingData,Warning message that displays if a user tries to import a 3D mesh that contains animation data.,Animation data detected! Studio does not support animation data. You may experience issues if the mesh is dependent on the initial position of the animation data.,Animation data detected! Studio does not support animation data. You may experience issues if the mesh is dependent on the initial position of the animation data.
Studio.App.FBXMeshImporter.MeshHasNoVertices,Error message that displays if a user tries to import a 3D mesh that has no vertices.,Your mesh has no vertices! Please check the validity of your mesh and try again.,Your mesh has no vertices! Please check the validity of your mesh and try again.
Studio.App.FBXMeshImporter.MeshHasTooManyTriangles2,"Error message that displays if a user tries to import a 3D mesh that has too many faces (aka triangles). First argument is the max limit of triangles, second argument is the amount of triangles that were in the uploaded mesh.",Your mesh has too many triangles! Limit is %1. Your mesh has %2.,Your mesh has too many triangles! Limit is %1. Your mesh has %2.
Studio.App.FBXMeshImporter.MultipleMeshes,"Warning message that appears if a user tries to import a 3D mesh file that contains multiple meshes. Studio reacts to this by joining the meshes together, but this could mess up the textures of the mesh.","Multiple meshes detected! The meshes were joined together, and textures may now be incorrect.","Multiple meshes detected! The meshes were joined together, and textures may now be incorrect."
