Key,Source,en-us,es-es,fr-fr,it-it,ja-jp,ko-kr,pt-br,zh-cjv,zh-cn,zh-tw
Studio.AssetImporter.Statuses.FacsMissingKeyFrameError2,Animation has no frame {FrameNumber1} for "{FacsControlName}".,Animation has no frame {FrameNumber1} for "{FacsControlName}".,La animación no tiene fotograma {FrameNumber1} para "{FacsControlName}".,L'animation n'a pas de cadre {FrameNumber1} pour "{FacsControlName}".,L'animazione non ha frame {FrameNumber1} per "{FacsControlName}".,「{FacsControlName}」のフレーム {FrameNumber1} にアニメーションがありません。,애니메이션에 '{FacsControlName}'에 대한 {FrameNumber1} 프레임이 없습니다.,A animação não tem um quadro {FrameNumber1} para "{FacsControlName}".,动画没有“{FacsControlName}”的帧 {FrameNumber1}。,动画没有“{FacsControlName}”的帧 {FrameNumber1}。,「{FacsControlName}」動畫沒有劃格 {FrameNumber1}。
Studio.AssetImporter.Statuses.FacsNoAnimationStackError,No animation timeline found in FBX file.,No animation timeline found in FBX file.,No se encontró línea de tiempo de animación en el archivo FBX.,Aucune timeline d'animation trouvée dans le fichier FBX.,Nessuna timeline di animazione trovata nel file FBX.,FBX ファイルにアニメーションのタイムラインが見つかりません。,FBX 파일에서 애니메이션 타임라인을 찾을 수 없습니다.,Nenhuma linha do tempo de animação encontrada no arquivo FBX.,在 FBX 文件中找不到动画时间轴。,在 FBX 文件中找不到动画时间轴。,FBX 檔案沒有動畫時間軸。
Studio.AssetImporter.Statuses.FacsNoJointsErrors1,No joints were found under "{JointName}".,No joints were found under "{JointName}".,No se encontraron conexiones bajo "{JointName}".,Aucune articulation n'a été trouvée sous "{JointName}".,Non sono state trovate giunzioni sotto "{JointName}".,「{JointName}」にジョイントが見つかりませんでした。,'{JointName}'에서 조인트를 찾을 수 없습니다.,Nenhuma articulação foi encontrada sob "{JointName}".,在“{JointName}”下没有找到关节。,在“{JointName}”下没有找到关节。,「{JointName}」底下找不到接合。
Studio.AssetImporter.Statuses.FacsNearNeutralWarning1,Control {FacsControlName} is nearly identical to Neutral.,Control {FacsControlName} is nearly identical to Neutral.,El control {FacsControlName} es casi idéntico a Neutral.,Le contrôle {FacsControlName} est presque identique à Neutre.,Control {FacsControlName} è quasi identico a Neutral.,コントロール {FacsControlName} は Neutral （ニュートラル）とほぼ同一です.,컨트롤 {FacsControlName}(은)는 Neutral과 거의 동일합니다.,O controle {FacsControlName} é quase idêntico ao neutro.,控制 {FacsControlName} 与 Neutral 几乎相同。,控制 {FacsControlName} 与 Neutral 几乎相同。,控制項 {FacsControlName} 與 Neutral 幾乎一樣。
Studio.AssetImporter.Statuses.FacsIncompletePosesWarning1,Found only {Size} base poses. You character may not be able to express itself.,Found only {Size} base poses. You character may not be able to express itself.,Solo se encontraron {Size} poses. Es posible que tu personaje no pueda expresarse.,Seules les poses de base {Size} ont été trouvées. Ton personnage ne pourra peut-être pas s'exprimer.,Sono state trovate solo {Size} pose di base. Il tuo personaggio potrebbe non essere in grado di mostrare espressioni.,{Size} 個の基本ポーズしか見つかりませんでした。あなたのキャラクターは自己表現できないかもしれません。,{Size}개의 기본 포즈만을 찾았습니다. 캐릭터가 자신을 표현하지 못할 수 있습니다.,Encontrado apenas {Size} poses básicas. Seu personagem pode não ser capaz de se expressar.,只找到 {Size} 个基本表情。您的角色可能无法充分自我表达。,只找到 {Size} 个基本表情。您的角色可能无法充分自我表达。,只找到 {Size} 個基本表情，您的角色可能無法充分自我表達。
Studio.AssetImporter.Error.FileOpenError,Could not open. File may be corrupted.,Could not open. File may be corrupted.,No se pudo abrir. El archivo puede estar dañado.,Impossible d'ouvrir. Le fichier est peut-être corrompu.,Impossibile aprire. Il file potrebbe essere danneggiato.,開けませんでした。ファイルが破損している可能性があります。,열 수 없습니다. 파일이 손상되었을 수 있습니다.,Não foi possível abrir. O arquivo pode estar corrompido.,无法开启。文件可能已损坏。,无法开启。文件可能已损坏。,無法開啟。檔案可能已損壞。
Studio.AssetImporter.Error.FileEmptyError,File has no importable content (at least one mesh must exist).,File has no importable content (at least one mesh must exist).,El archivo no tiene contenido importable (debe existir al menos una malla).,Le fichier n'a pas de contenu importable (au moins un maillage doit exister).,Il file non ha alcun contenuto importabile (almeno una mesh deve esistere).,ファイルにインポート可能なコンテンツがありません（少なくとも1つはメッシュがなければいけません）。,파일에 가져올 수 있는 콘텐츠가 없습니다(최소 하나의 메시가 있어야 함).,O arquivo não tem conteúdo importável (deve haver pelo menos uma malha).,文件没有可导入的内容（至少必须存在一个网格）。,文件没有可导入的内容（至少必须存在一个网格）。,檔案沒有可匯入內容（需要至少一個網格）。
Studio.AssetImporter.HttpError.500,"Upload failed. Please try again. If the issue persists, please let us know by filing a bug report.","Upload failed. Please try again. If the issue persists, please let us know by filing a bug report.","Error al cargar. Inténtelo de nuevo. Si el problema persiste, envíanos un reporte de error.","Le téléchargement a échoué. Réessayer. Si le problème persiste, nous le faire savoir en remplissant un rapport pour bug.","Caricamento fallito. Si prega di riprovare. Se il problema persiste, si prega di farci sapere segnalando con un ticket.",アップロードできませんでした。もう一度やり直してください。問題が解決しない場合は、バグレポートを提出してお知らせください。,업로드 실패. 다시 시도하세요. 문제가 지속되면 버그 신고를 해 주세요.,"Falha no upload. Tente novamente. Se o problema persistir, contate-nos apresentando um relatório de erro.",上传失败，请再试一次。如果问题持续发生，请提交错误报告通知我们。,上传失败，请再试一次。如果问题持续发生，请提交错误报告通知我们。,上傳失敗，請重新嘗試。若問題持續，請填寫問題報告。
Studio.AssetImporter.PropertiesTooltip.AddModelToInventory,Whether to add the scene to your Assets inventory as a Model,Whether to add the scene to your Assets inventory as a Model,Si agrega la escena a tu Inventario de recursos como Modelo,Si tu souhaites ajouter la scène à ton inventaire d'e contenus en tant que modèle,Indica se aggiungere la scena all'inventario delle risorse come modello,そのシーンをアセットの持ち物リストにモデルとして追加するかどうか,애셋 인벤토리에 장면을 모델로 추가할지 여부,Se deseja adicionar a cena ao seu inventário de ativos como um modelo,是否要将场景作为模型添加到您的素材物品栏,是否要将场景作为模型添加到您的素材物品栏,是否將場景以模型新增到素材道具欄
Studio.AssetImporter.Properties.UsesCages,Uses Cages,Uses Cages,Usa jaulas,Utilise des cages,Usa gabbie,ケージを使用,케이지 사용,Usar jaulas,使用围笼,使用围笼,使用圍籠
Studio.AssetImporter.Properties.RigScale,Rig Scale,Rig Scale,Escala de rig,Échelle rig,Scala Rig,リグの拡大/縮小,리그 스케일,Escala da rig,骨架比例,骨架比例,骨架比例
Studio.AssetImporter.PropertiesTooltip.RigScale,The scale of the R15,The scale of the R15,La escala de R15,L'échelle du R15,La scala della R15,R15の比率,R15 스케일,A escala do R15,R15 的比例,R15 的比例,R15 的比例
Studio.AssetImporter.Sections.RigGeneral,Rig General,Rig General,Rig general,Général Rig,Rig General,リグ全般,리그 일반,Rig geral,骨架通用,骨架通用,骨架一般
Studio.AssetImporter.Properties.ExistingPackageId,Update Package ID,Update Package ID,Actualizar ID del paquete,Mettre à jour l'ID du package,Aggiorna ID pacchetto,パッケージIDを更新,패키지 ID 업데이트,Atualizar ID do pacote,更新套装 ID,更新套装 ID,更新封包 ID
Studio.AssetImporter.PropertiesTooltip.ImportAsPackage,Whether to create/update a package using the incoming scene,Whether to create/update a package using the incoming scene,Si crear o actualizar un paquete usando la escena entrante,Créer/mettre à jour un package en utilisant la scène entrante,Indica se creare/aggiornare un pacchetto usando la scena in arrivo,受信シーンを使用してパッケージを作成または更新するかどうか,수신 장면을 사용해 패키지를 생성 또는 업데이트할지 여부,Se deseja criar/atualizar um pacote usando a cena recebida,是否要使用传入场景来创建/更新套装,是否要使用传入场景来创建/更新套装,是否用傳入的場景建立或更新套件
Studio.AssetImporter.PropertiesTooltip.ExistingPackageId,Imports the file as a new version of the given package. Leave blank to create a new package.,Imports the file as a new version of the given package. Leave blank to create a new package.,Importa el archivo como una nueva versión del paquete dado. Déjalo en blanco para crear un nuevo paquete.,Importe le fichier comme une nouvelle version du paquet donné. Laissez vide pour créer un nouveau paquet.,Importa il file come una nuova versione del pacchetto dato. Lascia vuoto per creare un nuovo pacchetto.,指定されたパッケージの新しいバージョンとしてファイルをインポートします。新しいパッケージを作成するには空白のままにしてください。,지정된 패키지의 새 버전으로 파일을 가져옵니다. 새 패키지를 만들려면 비워 둡니다.,Importa o arquivo como uma nova versão de um dado pacote. Deixe em branco para criar um novo pacote.,将文件作为给定套装的新版本导入。留空以创建新套装。,将文件作为给定套装的新版本导入。留空以创建新套装。,以既有套件的新版本匯入檔案。空白時即可建立新套件。
Studio.AssetImporter.Statuses.AnimationInPackageWarning,Animations currently will not be included in the final package.,Animations currently will not be included in the final package.,Las animaciones no se incluirán actualmente en el paquete final.,Les animations ne seront pas incluses dans le package final.,Le animazioni attualmente non saranno incluse nel pacchetto finale.,現在のところ、アニメーションは最終パッケージには含まれません。,현재 애니메이션은 최종 패키지에 포함되지 않습니다.,As animações não serão incluídas no pacote final.,动画目前将不会包含在最终套装中。,动画目前将不会包含在最终套装中。,動畫目前不會包含在最終封包中。
Studio.AssetImporter.HttpError.PackageError,Upload failed. Update package ID may have been invalid.,Upload failed. Update package ID may have been invalid.,Error al cargar. El ID del paquete de actualización puede no ser válido.,Échec du téléchargement. L'ID du package de mise à jour est peut-être invalide.,Caricamento non riuscito. ID dell' aggiornamento pacchetto potrebbe essere non valido.,アップロードできませんでした。パッケージIDのアップデートが無効だった可能性があります。,업로드하지 못했습니다. 업데이트 패키지 ID가 유효하지 않을 수 있습니다.,O upload falhou. A atualização da ID do pacote pode ter sido inválida.,上传失败。更新套装 ID 可能无效。,上传失败。更新套装 ID 可能无效。,上傳失敗。更新封包 ID 可能無效。
Studio.AssetImporter.Properties.AnimationIdForRestPose,Custom Rest Pose Animation,Custom Rest Pose Animation,Animación de pose de descanso personalizada,Animation de la pose repos personnalisée,Animazione della posa di riposo personalizzata,休息ポーズ アニメーションをカスタマイズ,사용자 정의 휴식 포즈 애니메이션,Animação de pose de descanso personalizada,自定义静止姿势动画,自定义静止姿势动画,自訂靜止姿勢動畫
Studio.AssetImporter.Properties.RestPose,Rest Pose Animation,Rest Pose Animation,Animación de pose de descanso,Arrêter l'animation pose,Animazione della posa riposo,休息ポーズ アニメーション,휴식 포즈 애니메이션,Animação de pose de descanso,静止姿势动画,静止姿势动画,靜止姿勢動畫
Studio.AssetImporter.PropertiesTooltip.RestPose,Animation used to infer rest pose from its first frame,Animation used to infer rest pose from its first frame,Animación utilizada para deducir la pose de descanso a partir de su primer fotograma,Animation utilisée pour extraire la pose du repos à partir de sa première image,Animazione utilizzata per dedurre posa di riposo dal primo fotogramma,最初のフレームから休息ポーズを推測するのに使用されるアニメーション,첫 번째 프레임에서 휴식 포즈를 유추하는 데 사용되는 애니메이션,Animação usada para inferir pose de descanso a partir de seu primeiro quadro,用于从第一帧推断静止姿势的动画,用于从第一帧推断静止姿势的动画,用於從第一幀推斷靜止姿勢的動畫
Studio.AssetImporter.PropertiesTooltip.AnimationIdForRestPose,Rest pose is inferred from first frame in the selected animation,Rest pose is inferred from first frame in the selected animation,La pose de descanso se deduce desde el primer fotograma en la animación seleccionada,La pose de repos est déduite de la première image de l'animation sélectionnée,La posa di riposo è detratta dal primo fotogramma nell'animazione selezionata,選択したアニメーションの最初のフレームから休憩ポーズを推測します,휴식 포즈는 선택한 애니메이션의 첫 번째 프레임에서 유추됩니다,Pose de descanso é inferida do primeiro quadro na animação selecionada,静止姿势是从所选动画的第一帧推断出来的,静止姿势是从所选动画的第一帧推断出来的,靜止姿勢從所選動畫的第一幀推斷
Studio.AssetImporter.Statuses.FacsNoFaceControlsAllowedError,FaceControls cannot be imported.  Uncheck this item.,FaceControls cannot be imported.  Uncheck this item.,FaceControls no se puede importar. Deselecciona este elemento.,FaceControls ne peut pas être importé. Déselectionne cet item.,Non è possibile importare FaceControls. Deseleziona questo elemento.,FaceControls はインポートできません。このアイテムのチェックマークを外してください。,FaceControl을 가져올 수 없습니다. 이 항목을 선택 해제하세요.,FaceControls não podem ser importados. Desmarque este item.,FaceControls 无法导入。请取消选中此项目。,FaceControls 无法导入。请取消选中此项目。,無法匯入 FaceControls。請解鎖此項目。
Studio.AssetImporter.AssetImportTree.RightClickApplyToAll,Apply To All,Apply To All,Aplicar a todo,Appliquer à tous,Applica a tutti,すべてに適用,모두 적용,Aplicar para todos, , , 
